danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,k_cluster,id
0.575,0.318,-16.729,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,2,5p3JunprHCxClJjOmcLV8G
0.389,0.263,-15.645,0.029,0.824,0.879,0.0908,0.0354,95.023,214846,4,5p3moUVU9JBeuj67GmZjSZ
0.566,0.829,-4.3,0.0398,0.125,0.00345,0.281,0.213,92.991,204112,0,5p4a4kv36kHEIBLMEllAF2
0.484,0.266,-17.623,0.113,0.982,0.013,0.222,0.4,98.607,300107,2,5p4BRlcUzvRpApjjEFAtUq
0.564,0.441,-21.614,0.905,0.774,0.0,0.45,0.485,116.486,261930,3,5P4cy0OZQImePlHf8kUy5v
0.423,0.843,-10.248,0.0482,0.000666,0.806,0.179,0.172,164.031,309120,0,5P4ThTth2r6hg5eQqgFVfD
0.788,0.448,-7.725,0.0423,0.313,0.0882,0.0751,0.627,115.034,169873,1,5p4XnqdWCu61QClqnSQvnk
0.474,0.484,-9.793,0.0365,0.126,1.76e-05,0.133,0.0871,119.91,233979,0,5p4ydBPTPRhhQ6mWTWswXJ
0.718,0.863,-3.136,0.132,0.000204,0.526,0.0896,0.18,172.014,293023,0,5P51kp393l5zpEOqV49MQu
0.498,0.556,-7.132,0.0293,0.18,0.164,0.135,0.729,157.339,185853,1,5P54870lkRTWJBHytK3mpt
0.484,0.251,-15.625,0.136,0.98,2.21e-05,0.127,0.497,117.564,282573,2,5P5oaBcIPzuMElaJWmwbRA
0.6,0.927,-3.939,0.0641,0.37,0.00432,0.247,0.706,117.876,173898,1,5p5ZlZfu693N19sovJKolK
0.173,0.946,-4.395,0.154,0.000754,0.0,0.273,0.191,179.925,236120,0,5P6dk8y40cCgHcWtPwF3N3
0.261,0.33,-12.873,0.0344,0.974,0.128,0.225,0.23,103.172,256240,2,5p6ketvNtBTrTNRxWbytMX
0.619,0.658,-6.35,0.0384,0.271,0.0863,0.322,0.887,155.059,206093,1,5p6uCc5uFghp1HsmaEtr6Q
0.275,0.104,-20.114,0.0395,0.981,0.96,0.0871,0.255,143.47,127080,4,5p71kZFVNQjTZLJgFaLQ75
0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,1,5p7ujcrUXASCNwRaWNHR1C
0.286,0.14,-16.496,0.0346,0.971,0.892,0.134,0.154,119.191,225500,4,5P8BZ67Vw2CUwAYi12yvYj
0.231,0.186,-12.901,0.0376,0.854,0.000414,0.108,0.165,177.472,355783,2,5p8eAldSofuO9ZSquGlthX
0.663,0.14,-21.726,0.943,0.803,0.0,0.306,0.334,94.828,968213,3,5p8h3NTKGOD1g1g9WW8IHR
0.33,0.00379,-26.367,0.073,0.991,0.882,0.0987,0.128,62.078,224000,4,5P8ysr5kiAe0KFWoFDCdQH
0.539,0.702,-9.198,0.0283,0.0342,0.803,0.185,0.461,121.95,203507,0,5P9kSXsPkzbMP2D5UnjAfZ
0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,0.664,100.38,201707,1,5p9XWUdvbUzmPCukOmwoU3
0.669,0.487,-6.317,0.0323,0.114,0.00739,0.268,0.186,116.987,250414,0,5Pa2dSXQYIcYAb5uVlP7Sk
0.757,0.737,-6.728,0.114,0.311,0.0,0.113,0.635,98.057,207031,1,5pAbCxt9e3f81lOmjIXwzd
0.534,0.5,-6.432,0.0262,0.689,0.0,0.123,0.519,95.043,197118,2,5PacEiW4GT9mLA1d0W95tA
0.475,0.302,-8.687,0.0324,0.914,0.0,0.107,0.375,119.842,220964,2,5PacHWbW1rFLDt2r0Ilb4u
0.703,0.124,-18.283,0.929,0.85,0.0,0.125,0.328,131.909,311387,3,5paQuFfVb5Sh7OCyMf0vUc
0.426,0.829,-2.84,0.0569,0.107,0.0,0.317,0.814,180.241,193880,0,5PAvFGse5jjDH9ke8Mae7D
0.545,0.891,-5.818,0.0529,0.000326,0.000113,0.388,0.192,105.095,236286,0,5pB6dCp2GqktWlIsW6qrbl
0.675,0.479,-9.87,0.0278,0.633,1.76e-05,0.088,0.454,81.998,209493,2,5pbajJXEPdcoXQPXoAVR1t
0.0,0.0525,-23.116,0.0,0.734,1.89e-05,0.112,0.0,0.0,13288,4,5PBjUDNeH55oX1gdvYsM0f
0.673,0.389,-12.165,0.165,0.626,8.47e-05,0.0987,0.191,140.078,203143,2,5pBniJ3qGel8RWK4PAu9Gy
0.395,0.691,-11.898,0.0392,0.385,0.903,0.132,0.0968,128.879,426173,0,5PBP5VRLIf2XfLedZr1suU
0.615,0.409,-11.486,0.0268,0.0867,0.000161,0.19,0.594,85.566,206835,1,5pbu10jgX1LlVbJJ5iiFsY
0.162,0.304,-15.667,0.0417,0.866,0.24,0.682,0.0366,97.832,263173,4,5PBVGI4dPgR4KzmYVg7RRE
0.552,0.649,-8.285,0.0274,0.157,0.000642,0.277,0.49,130.505,255253,0,5pBwNXW3vdbq7HHR6Jix71
0.488,0.227,-8.098,0.0422,0.893,3.25e-06,0.095,0.331,128.131,203867,2,5pBZoZhlYKgzdjdqtbBeXX
0.498,0.946,-4.793,0.0602,0.000121,2.56e-05,0.359,0.31,106.275,213000,0,5PCKCffFrcyUvnhxJoPlK2
0.523,0.833,-6.282,0.303,0.0211,4.38e-06,0.344,0.886,187.122,195400,1,5PClcZsB3xCF2nDycBrsb7
0.341,0.00736,-22.127,0.0436,0.982,0.937,0.108,0.0377,77.256,119947,4,5PcP4bmY5dSL9jfWhTVVjB
0.553,0.309,-22.482,0.042,0.944,0.937,0.357,0.771,104.833,123840,4,5Pdfh0OSsUu6OoPXz115bw
0.701,0.117,-25.587,0.89,0.741,0.0,0.386,0.265,65.796,78773,3,5pDhuIGdG46y1X6fZM0uvt
0.535,0.745,-10.123,0.0335,0.127,0.0792,0.179,0.376,163.913,260573,0,5pDmunv6G71w7NSjOPXbYw
0.424,0.156,-19.464,0.0406,0.938,0.542,0.124,0.615,177.711,113160,2,5PduiXDYYKKWVsvgaZ4qcd
0.444,0.145,-18.403,0.0304,0.815,0.896,0.0724,0.0552,100.119,207000,4,5pDZOftc3EvBBkJWfNXcNn
0.522,0.445,-9.64,0.0451,0.332,0.0,0.294,0.629,78.618,239258,1,5Pe1VpHUISEXZffVefde8J
0.551,0.849,-4.786,0.0381,0.0363,1.24e-06,0.302,0.697,105.931,214600,1,5Pe4ydUnsdynr3zu9UTNFE
0.32,0.96,-1.919,0.0728,0.00163,8.82e-05,0.0857,0.343,139.74,216320,0,5PeBFFIXVkTZiObwV0UtC7
0.599,0.632,-10.518,0.0414,0.0791,0.482,0.316,0.176,130.033,273500,0,5PeeJXPGTkXJE2Xlc2fUEd
0.622,0.644,-6.7,0.0318,0.641,0.000589,0.128,0.608,114.266,206495,1,5PEPOGGZ8ow7l3wPVFne7z
0.672,0.183,-21.289,0.919,0.892,0.0,0.383,0.354,97.143,38453,3,5PEvt1Bf7EryCGScA6d2al
0.718,0.415,-9.526,0.0436,0.63,0.0,0.128,0.203,132.914,213453,2,5PeW97MvpM487CWIfFK3jK
0.327,0.905,-9.953,0.0516,4.04e-05,0.11,0.0918,0.4,126.108,340870,0,5PexUda6gy38IMUdqEnuG9
0.808,0.607,-9.625,0.311,0.224,0.0,0.0657,0.358,99.921,165415,1,5pfc6IfuLHk69BTVy82onc
0.4,0.952,-3.25,0.0722,0.195,0.0,0.29,0.776,180.487,176560,0,5pFCRMLAp7yhzeRjdW3eEu
0.39,0.0967,-14.157,0.0356,0.94,0.888,0.0876,0.141,85.825,190210,4,5pfO5R7QvYw5mK5h1r8eRS
0.655,0.525,-10.803,0.0272,0.86,0.307,0.0971,0.647,116.968,212640,2,5pFVSFlMgx4fMqqhh8H19N
0.765,0.689,-5.616,0.0456,0.236,7.39e-06,0.114,0.497,144.958,212850,1,5Pgq1Gfeth2CuUhyCXwlfC
0.57,0.763,-10.624,0.0387,0.00231,0.85,0.277,0.136,125.996,630526,0,5PGs7pFCEqtCr3mGg8D7cY
0.653,0.879,-3.165,0.0669,0.002,0.0126,0.0741,0.692,127.92,210987,1,5pGwWW3rbWmjxcxoQKB0uD
0.601,0.355,-22.416,0.934,0.728,0.0,0.116,0.319,83.894,264516,3,5pH5FjJh7wmIP491eax58O
0.546,0.516,-11.923,0.0473,0.557,0.0,0.259,0.591,93.516,209133,2,5pHOySakY9qU9J6fY5CfvD
0.542,0.178,-11.659,0.104,0.837,0.0,0.298,0.78,172.121,136696,2,5pHqkdSYiYkEcFaMPJiNlz
0.664,0.888,-5.161,0.067,0.0252,0.0,0.216,0.605,127.369,209547,1,5pIaAkHJ928V2LGCz79FgQ
0.588,0.58,-11.648,0.0275,0.319,3.74e-06,0.2,0.774,145.37,240107,1,5pihM63Tj50g1XjLxq0iU8
0.841,0.154,-15.11,0.0631,0.945,3.56e-05,0.0838,0.804,126.056,75773,2,5piyQa5zkEOt2NSohBhOPo
0.494,0.453,-19.068,0.835,0.89,0.0,0.711,0.141,82.617,209773,3,5pJBV8HZguBzAZoXGoA1vs
0.706,0.41,-11.26,0.0499,0.447,0.00476,0.148,0.332,102.968,267240,2,5pJdonxbRs57P0u97HsDE5
0.148,0.0722,-25.217,0.0427,0.944,0.148,0.115,0.0467,87.882,478573,4,5pjDwtMPly0cNMbuGXhUOI
0.969,0.623,-6.243,0.0915,0.0256,0.0327,0.0217,0.96,114.997,255000,1,5Pjg9XU50SLeDrMUpDjTk0
0.361,0.045,-27.359,0.0343,0.958,0.804,0.0744,0.0927,140.381,260561,4,5pJiOBUlMmk3dv1kx2rqPu
0.877,0.542,-9.102,0.0419,0.224,0.132,0.0858,0.509,111.474,266704,1,5pjWzUc1tVcewUTdDJd6Ce
0.62,0.039,-16.291,0.65,0.0998,1.48e-05,0.136,0.273,87.202,323453,3,5PKirsTV6Wf8kgBMtfwwZH
0.589,0.416,-9.741,0.0949,0.479,0.0,0.0928,0.389,77.852,209543,2,5pKJwIFF2FVHAV2DCYzjHh
0.424,0.438,-16.3,0.936,0.864,0.0,0.477,0.293,63.873,299773,3,5PKugnZl3kTCQtxMPQSXEZ
0.384,0.0414,-23.019,0.0378,0.992,0.897,0.0684,0.0618,71.224,326520,4,5Pl2CXDkaP6WEnJ0bpKGOm
0.268,0.988,-2.36,0.248,2.23e-05,0.0982,0.315,0.272,168.415,203133,0,5PlA40awjSFJbfWhB1J7ZR
0.551,0.17,-20.558,0.0309,0.986,0.849,0.101,0.157,118.011,194015,4,5plhWnhwmDY9WWNCCmM73D
0.403,0.88,-5.872,0.0532,0.00582,0.000508,0.319,0.235,100.457,399693,0,5PLPlz2rQlwMTFQqnQAPgu
0.821,0.548,-6.814,0.0344,0.172,0.000571,0.144,0.903,99.977,146400,1,5PLTltSEHxeHhAZmrrqs1i
0.663,0.155,-15.06,0.905,0.474,0.0,0.0995,0.159,139.6,319507,3,5pLvnwTpMrmc8cUwJwLfWj
0.576,0.989,-1.909,0.112,0.00252,0.0032,0.0243,0.352,135.093,283400,0,5Pm9uuEL0q6aXSRT3161UP
0.629,0.212,-14.038,0.956,0.782,0.0,0.0873,0.208,170.676,5505831,3,5PmDQmeJrka9FwaBx5h504
0.365,0.422,-6.788,0.0373,0.836,0.0,0.109,0.391,136.767,235293,2,5pmhDbaeNG5Y31mCGK07JE
0.425,0.437,-8.133,0.0354,0.0732,0.00242,0.32,0.137,131.795,352074,0,5PMpxJQfyrMPTfdEmyohky
0.164,0.626,-24.336,0.0943,0.000945,0.879,0.426,0.0216,126.684,225212,4,5PmVqECxxW8pix05pb5gjv
0.654,0.0197,-23.258,0.0693,0.992,0.961,0.113,0.341,130.279,170025,4,5pNEVP7GH0wgK3PCL5oEws
0.654,0.611,-10.45,0.119,0.0337,0.000178,0.405,0.786,85.387,235000,1,5PntSbMHC1ud6Vvl8x56qd
0.881,0.661,-7.681,0.0343,0.098,0.0187,0.101,0.965,124.023,181306,1,5PNvgiKSwMdjBsDsgFCFLX
0.642,0.0464,-23.662,0.527,0.168,2.06e-06,0.212,0.213,101.638,374667,3,5pnxsPjm1bMn3ImztkOaHx
0.646,0.339,-10.574,0.0313,0.801,0.885,0.0806,0.727,75.997,138947,2,5pnzYHKE5QLnU9RbNpIZBN
0.614,0.149,-27.431,0.94,0.833,0.0,0.118,0.244,84.66,1331000,3,5pO3N2C7AfaIa6mtYLdFY1
0.621,0.762,-6.376,0.0328,0.106,2.71e-06,0.302,0.395,95.014,218936,1,5Po5YmT4RhawSeqNXx5m0o
0.677,0.61,-3.488,0.0276,0.3,0.0,0.0689,0.533,140.076,211259,1,5PoM70u6QUqyMSOFGiyYig
0.127,0.488,-8.768,0.038,0.608,0.694,0.071,0.0929,169.987,191053,0,5POrWnsqEV6HwTcRKLdXxk
0.734,0.807,-5.464,0.0489,0.0129,0.032,0.196,0.714,118.002,270872,1,5PouNtWvK2jJkwhsUGQjm7
0.619,0.303,-20.641,0.955,0.491,0.0,0.273,0.676,55.723,1724866,3,5pPfDLtjTO7sAAMqmmGY6T
0.517,0.574,-9.816,0.146,0.347,1.6e-05,0.661,0.698,90.205,258387,1,5PPG6S0didC96fCXpwtIDY
0.678,0.11,-16.159,0.86,0.0228,0.000286,0.12,0.174,110.909,334960,3,5PPkvkRUNaQuCvCThS9YmK
0.477,0.519,-12.461,0.0358,0.328,0.748,0.0949,0.102,175.094,310693,0,5pprMm8skaIumWGuksypXt
0.457,0.86,-5.556,0.0815,0.0155,0.0,0.0307,0.831,186.119,182560,1,5PPun84zQbvUCKqBfhBMvn
0.592,0.568,-12.64,0.0324,0.0401,0.683,0.404,0.0588,93.023,185889,0,5Pq0akQPAT6RhsbH8mVplA
0.865,0.294,-12.112,0.122,0.429,0.00826,0.1,0.423,130.02,162534,2,5PQ1a1zxILh9ncbj2gwxEe
0.733,0.751,-6.171,0.0828,0.631,0.0,0.149,0.701,126.018,218964,1,5pqF0qKSQCEq5mt5CFEXoq
0.636,0.501,-14.654,0.0385,0.0897,0.0885,0.226,0.548,123.636,167627,1,5pQhtHPcT7Paacp8LxQrDx
0.444,0.131,-15.03,0.0323,0.816,0.842,0.107,0.0528,123.803,274839,4,5PQTZDH9N3gL7By0xG5UkH
0.661,0.0912,-19.181,0.901,0.316,0.0,0.0893,0.256,134.679,458773,3,5pQWKJwlbf6I05DxOcSgcb
0.59,0.704,-7.81,0.126,0.578,0.0175,0.107,0.531,76.18,292897,1,5PQXHw8Av4boBjgLBVoUFQ
0.567,0.762,-7.471,0.0312,0.159,0.826,0.144,0.458,125.713,290827,0,5pQXoXlUoNIv7L0PvY9E26
0.383,0.828,-6.322,0.0359,0.033,3.05e-05,0.35,0.845,135.067,221907,1,5prb5tTQLvvIccYh9CH0nl
0.536,0.975,-4.229,0.166,3.35e-05,0.000399,0.325,0.158,117.489,237267,0,5PRh6uEsD4IiSMmaakBtwE
0.508,0.0209,-28.188,0.0458,0.995,0.944,0.108,0.172,111.614,233500,4,5pS1PFojz8exelbAvqH8Wq
0.825,0.74,-7.354,0.0327,0.298,5.21e-06,0.309,0.935,128.018,246973,1,5Ps6yt0FmXilnOeq1Djg9O
0.304,0.883,-6.25,0.101,0.0126,0.235,0.178,0.718,174.014,299720,0,5Ps9NQ2BDA6ezezEaKuOM0
0.719,0.598,-6.254,0.077,0.232,0.0,0.115,0.303,142.592,126521,1,5psEZhQu6lukjhavJo4AbC
0.513,0.885,-5.942,0.0576,0.0362,0.0,0.0855,0.271,125.86,210000,0,5pSfq2Ev7yDGyNKeuqy78F
0.726,0.698,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994,233478,1,5PsMbxhgWpJMsouEfDTX6r
0.529,0.793,-6.201,0.0273,0.00476,3.04e-05,0.176,0.835,127.373,237320,1,5psOrWBND4BmCXgYwZ87uW
0.0796,0.0992,-27.028,0.0501,0.985,0.924,0.104,0.038,64.509,204000,4,5pSOZLnmToCAotRKjlg9LO
0.163,0.0583,-25.988,0.0406,0.282,0.86,0.111,0.0372,64.488,165000,4,5PT4TygYvZwATsCjxy0ssk
0.679,0.458,-8.392,0.0406,0.558,0.0,0.132,0.898,131.171,179027,1,5pT71mNNnVNVFmiEJan5kY
0.697,0.544,-7.109,0.501,0.149,0.0,0.745,0.833,169.248,137752,1,5PtGchZh3CKBpY9CSUfY3C
0.136,0.0152,-31.307,0.0494,0.991,0.911,0.0574,0.0376,70.955,173500,4,5ptMWCoMxUP5phRKZ5MyBx
0.65,0.932,-6.467,0.0364,0.0101,0.49,0.0928,0.0811,123.011,221253,0,5pToQAVqKrLBDlcKGlPCXO
0.738,0.423,-8.192,0.0332,0.743,7.96e-05,0.119,0.612,87.066,219511,2,5ptT7iorqwpxAtZzVuIei0
0.436,0.5,-11.057,0.0626,0.535,5.6e-06,0.101,0.444,189.883,215173,2,5ptxcmrUfNuLQezXE1Polu
0.573,0.19,-11.896,0.0333,0.941,0.0,0.107,0.625,128.02,204295,2,5PTYfTSOaDdpJWV5u8MBWT
0.405,0.4,-7.837,0.0319,0.75,0.0,0.122,0.289,135.814,284040,2,5pub7lYWt0IkXfbboGwUwd
0.576,0.451,-9.024,0.0275,0.415,0.139,0.128,0.302,109.98,186509,2,5puD6cc8BPlXu3feo5bafr
0.702,0.31,-17.97,0.947,0.69,0.0,0.211,0.581,135.746,410985,3,5PUHGnMoN4KJAGxoE8Dmmt
0.382,0.348,-6.694,0.0345,0.729,0.0,0.1,0.29,131.082,201267,2,5pV6zYBAEZe30fVmuSHaQv
0.415,0.957,-5.915,0.0811,0.000106,0.123,0.123,0.175,98.115,259957,0,5pvmhSKAEGovYtUQW8xqJp
0.792,0.538,-9.105,0.0416,0.00889,0.88,0.107,0.9,123.497,219080,1,5Pw4Q2Z2NttJtISFFxe9MK
0.586,0.479,-8.853,0.0328,0.682,0.0,0.0605,0.2,137.892,207525,2,5pW8171RuTAYU9hAN54QpM
0.684,0.869,-7.974,0.146,0.00315,0.469,0.376,0.197,131.984,4318654,3,5PwC9QBTcXjsiutp2BISkg
0.412,0.64,-3.335,0.0327,0.478,9.74e-05,0.188,0.0602,125.908,228080,0,5pWd8NRoi9yY1K2Fz9nIVh
0.607,0.084,-26.678,0.588,0.895,0.0,0.116,0.36,100.06,568400,3,5PwqHT4hiPfKxDXpdCsmgF
0.589,0.612,-8.786,0.026,0.437,9.03e-05,0.286,0.481,96.038,175466,1,5px0q4BOJoL26xBxeZCqoz
0.527,0.828,-7.208,0.0386,0.00104,0.227,0.253,0.35,114.945,215427,0,5pxCFlsieIuXYLqPTbSb5N
0.776,0.37,-15.519,0.0412,0.314,0.642,0.097,0.287,117.052,124952,2,5PXPsC3XPPmJksG4AANMco
0.703,0.512,-12.129,0.936,0.561,0.0,0.886,0.389,121.358,115547,3,5pxSdGlTNsHJtEqHEssu8K
0.673,0.409,-8.334,0.0395,0.672,0.615,0.156,0.507,89.079,131928,2,5PxVVyaVqoDxISwivOMWfv
0.641,0.176,-11.692,0.0349,0.638,5.14e-06,0.252,0.297,76.031,299147,2,5pY3ovFxbvAg7reGZjJQSp
0.566,0.438,-7.564,0.0367,0.809,0.0,0.212,0.692,117.127,136907,2,5Py8zRKGkZvgHniVVtvNCN
0.77,0.882,-4.792,0.0602,0.194,0.0,0.316,0.385,99.991,223523,1,5PYQUBXc7NYeI1obMKSJK0
0.527,0.941,-3.376,0.0551,0.00818,2.37e-06,0.397,0.44,94.056,214880,0,5PyRffCCs2KPPL5LFDGEs5
0.114,0.162,-21.454,0.0427,0.892,0.641,0.104,0.036,176.613,196027,4,5PyzwtQ0PpUQdAbdhZylQ9
0.0,0.202,-17.611,0.0,0.595,0.0,0.0,0.0,0.0,7120,4,5pyZxvkQdkMYwBnUTzRUa9
0.916,0.456,-6.401,0.109,0.249,0.000433,0.126,0.305,95.024,126947,1,5pzD5GWwrG9hqROe642fNb
0.785,0.444,-8.314,0.426,0.879,0.861,0.692,0.431,86.958,122207,3,5pZg5Dl1DAZdUFgqHXhygM
0.53,0.967,-2.108,0.0657,0.000507,0.205,0.0786,0.642,99.962,170177,1,5PZo9NMyNLxOlpEFoYo611
0.745,0.883,-3.416,0.07,0.329,0.606,0.0186,0.884,90.006,273960,1,5pzOW4Bw5BKWx3I5yYiY0I
0.657,0.141,-15.257,0.757,0.671,0.0,0.12,0.303,140.177,1632549,3,5PZtXZAdI0guaB2wgkG9JC
0.233,0.15,-11.736,0.0336,0.982,0.36,0.154,0.0875,143.887,234080,2,5PzWVmfzu7rePAuFkxPQf0
0.64,0.234,-14.497,0.871,0.711,6.15e-05,0.0825,0.526,112.296,642093,3,5pZYUt3ZNdsHSIArrRt2w7
0.652,0.698,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,1,5Q0Nhxo0l2bP3pNjpGJwV1
0.489,0.957,-2.812,0.056,0.0115,0.000405,0.173,0.53,124.026,174568,0,5Q2gtn5mYtdlqu76kp20sR
0.143,0.00679,-32.17,0.0447,0.961,0.776,0.1,0.104,139.409,205091,4,5q2kDGsW09g8BClGCuYrdT
0.51,0.0296,-27.732,0.0397,0.996,0.895,0.102,0.157,158.236,119894,4,5q2VSybNASfP0KNdAQRDY8
0.443,0.95,-5.158,0.0746,1.26e-05,7.99e-06,0.319,0.442,144.018,247996,0,5q3ZvP6RUQdNxNuV8o38pJ
0.274,0.949,-8.642,0.0896,0.0214,0.00778,0.218,0.497,100.346,406307,0,5Q41NLTmGbVPozwHKK7bk2
0.476,0.17,-16.71,0.0352,0.947,0.0003,0.108,0.279,137.144,164953,2,5Q51NmNW4EMi48BsvbrgUB
0.61,0.653,-9.956,0.0291,0.0287,0.0,0.135,0.833,133.403,175067,1,5q5q7yDHiVkBnaivsda4TN
0.618,0.0297,-23.853,0.519,0.373,0.00265,0.133,0.0614,164.888,324693,3,5q5QtLYuJJ5GGvHg7Or3J2
0.596,0.811,-5.501,0.0587,0.00458,1.62e-05,0.0971,0.475,100.032,226093,1,5Q6BEkgHxYuEJmHidFLy9L
0.775,0.898,-6.636,0.242,0.56,0.605,0.171,0.84,93.837,205173,1,5q794Fe0HtMKSCAr3BEpe5
0.575,0.00832,-29.428,0.635,0.119,1.25e-05,0.154,0.473,167.782,59253,3,5q7CdcSfndvaEQLc8JqRQx
0.4,0.171,-14.102,0.0382,0.927,3.27e-05,0.11,0.259,177.148,215129,2,5q9FAPRXpXyy6xI2hgq8I7
0.528,0.514,-11.909,0.133,0.0252,0.0894,0.0725,0.44,122.872,290933,1,5qA1ZrjjVLh1cL9GZOFdNm
0.575,0.174,-13.218,0.946,0.62,0.0,0.106,0.152,188.293,373008,3,5qa9H4HCkyM6D1gOmcFTDz
0.531,0.608,-10.7,0.949,0.94,0.0,0.706,0.145,78.903,276828,3,5qAos4wIMdBRFTv5vUPubn
0.587,0.0215,-31.942,0.552,0.732,0.0,0.322,0.381,101.175,55947,3,5QB2ttO6BZcrlrO2vCq9RW
0.469,0.963,-2.666,0.0644,3.92e-05,0.0,0.342,0.601,90.999,189313,0,5qB4YkJPlONy4axYalJnW2
0.536,0.833,-5.016,0.03,0.0217,7.42e-06,0.0846,0.217,94.036,159827,0,5qbmSFA0lsPZ27cEbtpHdg
0.452,0.818,-8.124,0.0439,0.135,2.72e-05,0.052,0.755,124.474,229360,1,5qBqBdfTEIWJwAS0Jm2F5R
0.742,0.384,-8.533,0.043,0.872,0.00305,0.132,0.354,69.006,91505,2,5qC17VMNoZdF2gAw28FtsV
0.467,0.307,-9.712,0.0284,0.556,0.00153,0.0968,0.119,103.808,268894,2,5qCAMmVToq2m3snrMX9mKO
0.362,0.886,-1.851,0.05,1.27e-05,0.0343,0.14,0.398,91.932,164674,0,5QcgP4ya4lpeo4zCEZJGu7
0.553,0.439,-16.636,0.926,0.848,0.0,0.953,0.705,60.384,208813,3,5QCNo0tPtSTSVZJPOLEb9p
0.189,0.583,-10.044,0.0462,0.5,0.14,0.0943,0.0623,79.51,220557,2,5qCu4qgbfF0781HAYBNd2z
0.455,0.27,-18.886,0.0797,0.583,6.84e-05,0.138,0.44,97.266,84453,2,5QD1FuatO1LDNtZIZmPT6m
0.426,0.959,-4.95,0.0525,5.36e-05,6.54e-06,0.707,0.372,155.01,242680,0,5qD3Qv8Wu3r5uRD0DahcZy
0.486,0.13,-13.143,0.0324,0.911,0.0121,0.355,0.0926,137.296,278783,2,5qD71BEybvU6SE214zXCeq
0.517,0.977,-4.627,0.0741,4.97e-05,0.00129,0.105,0.135,121.503,228018,0,5QDDmrz819WmzBeQHZNhor
0.626,0.173,-24.286,0.435,0.731,0.0,0.122,0.642,107.829,450091,3,5qDmwPNVw75IQiVMGedD60
0.0,0.0114,-18.766,0.0,0.993,0.967,0.121,0.0,0.0,99968,4,5qDQXVallv4MJCdQoq1Yfh
0.713,0.221,-21.9,0.843,0.779,0.0,0.503,0.346,128.364,1321239,3,5Qdw7bvvmQB6E1sbShgrz9
0.678,0.183,-13.706,0.876,0.511,0.0,0.115,0.172,121.002,359662,3,5Qdwv1VkOkHIEJj3vHBNnJ
0.496,0.703,-6.905,0.0376,0.525,2.08e-06,0.305,0.936,130.915,146720,1,5Qe7NHxeLAn8KoLTNLSdwe
0.351,0.143,-11.29,0.0362,0.846,0.000128,0.117,0.482,209.586,145547,2,5qeCOqTsPfj0TzLt9JMelA
0.602,0.523,-11.335,0.0355,0.435,0.859,0.165,0.386,163.76,190100,0,5QEhS2gnZQEIl3zmanaCvy
0.382,0.11,-24.075,0.0855,0.88,2.78e-05,0.686,0.294,119.006,233080,2,5Qej0jQflTp0GzSIlfyY7Q
0.779,0.634,-7.975,0.0607,0.212,0.0634,0.11,0.576,124.047,236129,1,5qeL0fWg4IDLZNUjVu53f2
0.715,0.624,-3.046,0.114,0.11,0.0,0.123,0.412,158.087,173325,1,5Qel1sTrU4LM8HlJSPT2jd
0.324,0.274,-9.077,0.0311,0.754,0.0,0.107,0.239,115.981,276280,2,5Qevo5QToL2p7q1umdLtTC
0.572,0.758,-6.386,0.0789,0.182,0.712,0.101,0.7,172.062,161758,1,5Qf9xsjIGRXnltWynliPv2
0.552,0.433,-19.389,0.608,0.984,9.7e-05,0.105,0.625,67.103,215504,3,5qF9zpAiJvHwRnDHZ5T5i1
0.611,0.432,-22.338,0.908,0.608,0.0,0.393,0.353,107.128,112564,3,5QfBuE8VSeZHRnQta8BsqO
0.277,0.182,-19.69,0.034,0.492,0.782,0.125,0.0357,96.008,975267,4,5QFdOfeQlX8gp7ick31XRG
0.37,0.00271,-26.981,0.0477,0.994,0.927,0.124,0.245,69.348,128292,4,5QfENz96Rk140fmTccgCPa
0.582,0.244,-16.762,0.94,0.972,2.48e-06,0.102,0.512,71.595,1488933,3,5qfez5P5FfR9O7xqL1eY32
0.0,0.0592,-17.643,0.0,0.118,0.0,0.0,0.0,0.0,4200,4,5qfNM9Zh6d5ufjB2Fx6Wjm
0.66,0.635,-7.291,0.125,0.144,0.0,0.0932,0.86,160.176,195320,1,5qfPr1jisW3bGULZd5UXtf
0.534,0.445,-9.155,0.0292,0.456,0.0684,0.112,0.136,146.107,282693,2,5qfZRNjt2TkHEL12r3sDEU
0.796,0.627,-5.928,0.246,0.062,1.58e-06,0.0934,0.555,114.989,173182,1,5Qg3mcAypVOmLM0PLc1Usz
0.257,0.00549,-32.627,0.0377,0.975,0.922,0.0843,0.326,88.23,97840,4,5QG6cySleHgqNXhFLEM5mv
0.115,0.0293,-31.942,0.043,0.54,0.814,0.0912,0.0388,74.823,246154,4,5qGa6klw09gmP6cdKnK65C
0.735,0.56,-7.03,0.145,0.0688,6.94e-06,0.0629,0.587,174.97,276427,1,5QgdgXh7XSjlYLEuB8BDh4
0.238,0.191,-20.242,0.0351,0.404,0.888,0.107,0.0365,140.282,165685,4,5QGNwI8U3o9mQg7RR3yOPj
