danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,k_cluster,id
0.548,0.535,-5.399,0.084,0.122,0.661,0.161,0.416,179.931,131693,0,26WyjIMi1inEJFD6L0LBwJ
0.793,0.619,-6.812,0.315,0.0113,0.0,0.136,0.224,147.913,130296,1,26XfoySu6g821EkVIxfE7g
0.75,0.585,-7.576,0.0285,0.049,0.00552,0.155,0.584,102.331,159595,1,26yohWYLPKCCP7X7rwKedJ
0.337,0.951,-5.032,0.0653,0.013,2.53e-05,0.113,0.53,165.971,156400,0,26yRRQ1l9J2jhrCrPp3R1g
0.882,0.526,-12.522,0.0377,0.0333,0.149,0.144,0.968,126.107,461320,1,26yU0FLFClmnuLY20EaAiB
0.409,0.137,-9.169,0.0446,0.928,0.0,0.0706,0.106,162.08,225076,2,26z6V1SijQq6J3gPIu1H7t
0.854,0.583,-12.219,0.214,0.553,0.000454,0.108,0.959,144.984,171453,1,26zafbwAiE82tVTY1kbxHC
0.696,0.798,-5.541,0.0578,0.0862,0.0,0.384,0.817,107.018,150793,1,26ZCR1Zd74fvBJvH1o1rbx
0.426,0.164,-16.113,0.0336,0.957,0.716,0.328,0.135,167.488,207116,4,26zROEHzDCfuZbrtPSua3l
0.0,0.105,-19.765,0.0,0.625,0.0,0.0,0.0,0.0,7947,4,26ZuxwSQ4zadCnRQdaIQkQ
0.216,0.0999,-22.815,0.0706,0.94,3.07e-05,0.23,0.135,182.55,73200,2,26zZPAyIoFL03VLy7lsTJ4
0.761,0.797,-4.818,0.0645,0.123,1.03e-05,0.196,0.782,119.975,182619,1,271bNJw8s9aL0EqxBZY56P
0.333,0.145,-21.147,0.0546,0.992,0.957,0.137,0.458,118.132,107500,4,272J47ncZqXTrgq31pcdMg
0.593,0.805,-4.892,0.0347,0.0645,0.0,0.226,0.848,103.949,171920,1,273TiTHLlHSRe5zrzs7wvD
0.703,0.208,-19.736,0.956,0.532,6e-06,0.374,0.39,92.448,55939,3,274ERr7MTmAwkdWS4dBZ3Y
0.237,0.961,-3.588,0.139,9.83e-06,0.109,0.171,0.115,136.587,255492,0,275MsoNhvDXUvlPgV5Hv4E
0.546,0.857,-4.748,0.0445,0.00031,0.00111,0.384,0.373,110.293,248517,0,276BiOUCz2cMLxAY8ERvEU
0.619,0.717,-8.131,0.48,0.106,0.0,0.0882,0.807,172.239,180706,1,277KV5pxf6p7LgJ4kgzPKe
0.21,0.945,-4.009,0.0673,1.04e-05,1.59e-05,0.107,0.372,154.639,245280,0,278jOl7gFMJ9WMnUbGxWRe
0.826,0.449,-8.33,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,2,278kSqsZIiYp8p3QjYAqa8
0.529,0.892,-5.721,0.0529,0.000467,0.00234,0.177,0.597,120.014,155271,1,2792NQ5RI3QIbC1PHCZO5S
0.666,0.641,-5.751,0.0887,0.571,0.0,0.0955,0.738,74.684,201240,1,279D0iY34aVyZWTxsAPYUd
0.714,0.354,-18.301,0.682,0.778,0.0,0.346,0.653,125.155,79480,3,27AGWL8JITVv5isvDnNzwj
0.461,0.459,-20.461,0.0413,0.987,0.932,0.106,0.965,104.201,156160,4,27AxJVs2Ek7Le1M7XO2MYK
0.146,0.0839,-24.922,0.0393,0.914,0.954,0.0899,0.189,66.945,179562,4,27BeHhBtul8uWpNRriw4zS
0.871,0.472,-11.077,0.0756,0.74,0.286,0.145,0.707,124.04,160720,1,27BpBnTNtY9SBrE3EusnM6
0.76,0.511,-8.341,0.313,0.604,0.668,0.0891,0.366,80.115,204000,2,27cDgViO7oOuG2srPPXdxR
0.455,0.666,-5.167,0.0352,2.46e-05,0.0939,0.0852,0.464,115.02,204623,0,27cLpHYeCPf9eUsfytxMCe
0.401,0.00611,-32.702,0.0611,0.995,0.948,0.0637,0.0851,68.54,275640,4,27cvNIRYgNqDGki4r49lxF
0.199,0.824,-7.814,0.0444,6.65e-06,0.799,0.15,0.412,142.911,260652,0,27DIYmcXxMNNVztsjiCApl
0.551,0.351,-13.762,0.0445,0.518,0.00594,0.15,0.248,118.067,162826,2,27dLdPTONFm0OzKwaRHGMo
0.428,0.516,-8.296,0.0391,0.695,0.185,0.108,0.42,175.692,122925,2,27dLE8w9LrbjMNU88kUv0G
0.581,0.795,-6.167,0.0487,0.00716,0.00023,0.174,0.552,75.994,178421,1,27EOjcISwN385MVPOOQUlO
0.671,0.18,-14.748,0.891,0.549,0.0,0.0984,0.192,131.796,476259,3,27F0UXUCnx2yJwjI7VkTTe
0.527,0.888,-3.272,0.072,0.0856,0.0,0.114,0.525,173.878,206907,0,27FDYacnd0pqq30mehwuow
0.849,0.416,-12.302,0.0814,0.152,0.0,0.29,0.911,117.408,139173,1,27FhNKYP8B0F3teHdcD5ob
0.667,0.624,-6.607,0.0304,0.228,0.0,0.0994,0.695,138.035,226187,1,27FkRxzVuWHCrwYEt2K5j0
0.48,0.884,-7.413,0.0373,0.00683,0.923,0.15,0.0388,124.003,200000,0,27fORJtHhAbZj4pN3Simk2
0.852,0.553,-7.286,0.187,0.0559,0.0,0.332,0.656,142.079,205879,1,27GmP9AWRs744SzKcpJsTZ
0.728,0.79,-5.072,0.0253,0.437,2.46e-05,0.217,0.894,89.998,243206,1,27gZNISAGvQk8xiCOpUI52
0.61,0.437,-8.379,0.0242,0.854,0.602,0.0914,0.171,106.004,218133,2,27H7ftAZmkbROLZuqHZ4QD
0.378,0.254,-9.021,0.0353,0.844,0.0,0.111,0.373,78.978,195481,2,27hauwRp0G2YflSJfkmD3o
0.7,0.954,-4.321,0.0923,0.00291,0.893,0.888,0.905,127.99,171397,1,27htwwgxQwIXtQsFhZzvJZ
0.337,0.0458,-26.594,0.0616,0.995,0.925,0.115,0.165,131.365,128000,4,27hv0zmS3dPpeX9nCjXP2P
0.217,0.908,-10.12,0.152,0.000119,0.0568,0.577,0.551,180.272,177337,0,27Hvsm7UxK7lPZXFWUe2KC
0.683,0.325,-13.75,0.943,0.578,0.0,0.24,0.696,89.054,264160,3,27IlYWmZubAVb2DOiPQoD2
0.795,0.783,-4.715,0.0773,0.239,2.93e-06,0.0488,0.864,122.98,151475,1,27ITlhgZIx0ZYwaLYYDBsi
0.318,0.76,-6.115,0.0435,0.016,0.0,0.102,0.104,122.414,322173,0,27IZXTdeGYjU6m5lTyDpmr
0.738,0.482,-8.917,0.0402,0.0266,0.621,0.106,0.352,93.457,285014,1,27jdUE1EYDSXZqhjuNxLem
0.419,0.953,-5.121,0.0604,0.00258,4.06e-05,0.0877,0.62,179.963,224787,0,27JEDZ6xXnoAiP4quBHyKX
0.637,0.328,-18.668,0.955,0.628,0.0,0.17,0.403,85.914,544026,3,27JscPt71KqGeI2wlIFn2l
0.179,0.959,-5.365,0.123,0.000112,0.955,0.596,0.0751,131.264,180720,0,27JSGhuyWycfbU9ZIxVP6f
0.399,0.834,-6.146,0.0432,0.275,0.0,0.375,0.77,171.094,260213,0,27k1PgzJjFJIsyInRJMGfA
0.478,0.116,-24.654,0.0389,0.992,0.908,0.0929,0.295,130.2,185976,4,27karxKKZkyYNVgVdRu6me
0.509,0.935,-3.633,0.0493,0.00864,1.17e-06,0.255,0.501,148.062,238200,0,27kMqdX3aoN3gBndVKlTfR
0.442,0.367,-12.412,0.0398,0.599,0.467,0.115,0.551,123.62,358481,2,27Kofmw6BRqbfsHk02AXOn
0.774,0.75,-4.927,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,197987,1,27L8sESb3KR79asDUBu8nW
0.8,0.712,-9.472,0.0419,0.291,0.0,0.145,0.667,123.211,180360,1,27m9QagiBV62JyGVk360kT
0.716,0.0942,-20.313,0.937,0.851,0.0,0.125,0.316,111.931,620373,3,27MezCzbNCqvJC6at9yNPZ
0.823,0.413,-9.268,0.266,0.252,0.848,0.417,0.759,76.505,104500,1,27ptpU9FIFGty7GuSmitnc
0.621,0.465,-17.671,0.906,0.853,0.0,0.326,0.589,170.341,423393,3,27Q2Z5r3MvI3PvKXLskgLd
0.622,0.413,-9.975,0.0457,0.0839,0.00235,0.131,0.52,130.166,254667,1,27QCaXOhT6qY0NT6tv5IZ6
0.686,0.0239,-22.989,0.71,0.547,0.0,0.14,0.12,127.447,335825,3,27QI9iqGLtEISsJ5ojpuRt
0.632,0.0756,-23.516,0.29,0.889,0.00303,0.162,0.247,140.283,679373,3,27qih4NFRzVAHhi7PnkXmf
0.571,0.806,-6.711,0.0467,0.00279,0.877,0.138,0.199,125.986,411250,0,27Qj2regSFp0D1ewGugxE3
0.737,0.88,-6.449,0.0433,0.00379,0.00351,0.417,0.329,115.998,316813,0,27QvYgBk0CHOVHthWnkuWt
0.778,0.653,-7.196,0.104,0.108,0.11,0.373,0.512,124.014,198000,1,27QYBjA3j95pihdoVyJh1R
0.6,0.109,-13.756,0.702,0.0598,0.0,0.249,0.152,214.325,435547,3,27Rvk8BXsl9Idc8ak95L0e
0.628,0.698,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,1,27SdWb2rFzO6GWiYDBTD9j
0.635,0.647,-6.535,0.0363,0.114,0.0263,0.287,0.869,93.297,183172,1,27SoOmftUcp028XbV8FEAf
0.515,0.801,-5.323,0.072,0.00119,9.85e-05,0.133,0.0718,130.113,204000,0,27sUJPKXCSv10wgLBcYorN
0.54,0.657,-6.853,0.212,0.125,0.0,0.108,0.174,75.828,276440,0,27TAB4E9Rdzyjht5TLh5h6
0.416,0.116,-16.422,0.0552,0.985,0.938,0.108,0.349,77.04,145879,4,27Tat9KF9sAtYbOoccmgoI
0.547,0.882,-6.121,0.0563,0.16,0.0273,0.11,0.635,171.991,238307,1,27TIWKzBDkahxcjKUmthdw
0.804,0.719,-7.835,0.137,0.148,8.82e-06,0.0499,0.41,118.012,252839,1,27ULQxLIwvRWdBEkfyD3lV
0.391,0.151,-17.695,0.032,0.946,0.863,0.23,0.107,95.055,287645,4,27UzG7JwCeHVv81CTGWIlc
0.735,0.423,-6.652,0.0459,0.011,0.0,0.0553,0.851,85.899,188174,1,27vTihlWXiz9f9lJM3XGVU
0.732,0.732,-3.145,0.0291,0.0722,1.51e-05,0.0822,0.874,115.008,211800,1,27WCn2AXGHCTsZkHJsX9vX
0.61,0.229,-14.42,0.0305,0.904,0.00114,0.108,0.192,139.078,219371,2,27WFDkKt0QooDH7J8mkZZL
0.661,0.755,-9.627,0.0336,0.00147,0.804,0.0425,0.42,121.979,503572,0,27wGG0y08VxglSZsLWOZ16
0.275,0.0878,-23.061,0.0521,0.938,0.015,0.181,0.119,97.428,230667,4,27WnRzrebYzKp28fDexU2X
0.55,0.936,-2.876,0.078,0.000207,2.67e-06,0.302,0.767,158.02,204253,1,27wvnSTpsyS9k06aDtXvt8
0.532,0.598,-5.826,0.0276,1.32e-05,2.29e-05,0.0729,0.133,92.033,236560,0,27xAj9PZbv3PUNXVnELgXm
0.535,0.314,-12.823,0.0408,0.895,0.00015,0.0874,0.0663,145.095,187601,2,27Y1N4Q4U3EfDU5Ubw8ws2
0.524,0.59,-8.336,0.0708,0.451,0.00296,0.146,0.815,164.679,233760,1,27Y92XmoFMVeVVwJhOWczE
0.705,0.814,-5.466,0.0346,0.00115,0.00312,0.203,0.259,110.0,223279,0,27ycaQnQAxaPiyeg3nr2aB
0.507,0.887,-4.084,0.141,0.00731,0.0,0.562,0.336,128.015,247505,0,27YP211Rr8RezhiFVDLFI8
0.455,0.172,-10.265,0.0307,0.236,0.0013,0.102,0.189,118.161,313079,2,27ytYULTu6QSZBhGaOKq9i
0.219,0.874,-3.924,0.0605,0.00163,0.0063,0.376,0.583,155.134,123800,0,27zSJ0RO1JdoTbXMpPDIMe
0.121,0.685,-9.661,0.0361,0.00103,0.0222,0.112,0.249,87.24,284360,0,27ZuGlwpjafRzKOquXVNP8
0.663,0.938,-3.983,0.333,0.0213,0.000158,0.267,0.203,87.483,145000,0,280GTugWGqHE2QXRv8fjoy
0.711,0.861,-2.905,0.0924,0.106,4.4e-05,0.112,0.78,118.004,180809,1,281tmNk46TBQS9ACYMLYyA
0.744,0.568,-9.629,0.0494,0.186,1.18e-05,0.163,0.687,122.657,178400,1,28285KFbyCq8sJofn58qlD
0.397,0.141,-13.096,0.0347,0.93,0.000367,0.128,0.176,77.901,245053,2,282mpJjzXHueMKalP5ifxT
0.479,0.9,-6.646,0.0425,0.000558,0.00105,0.326,0.554,90.996,278640,0,282RZOdU2idTClxJ7XIltH
0.447,0.265,-22.308,0.412,0.925,0.0012,0.112,0.589,79.925,232253,2,2832oKimhb9XHFHktN4oue
0.576,0.132,-19.928,0.0399,0.97,0.898,0.122,0.122,63.078,329680,4,283h1iiG7BVoKvTVAr5bSc
0.714,0.0718,-23.741,0.898,0.691,0.0,0.133,0.318,117.175,135411,3,2844uA7oqYRIw369mHfBop
0.813,0.869,-5.843,0.0521,0.00405,0.867,0.0798,0.776,121.012,368926,1,284sFfKvB38kLzVBRYy5oY
0.596,0.73,-4.091,0.151,0.24,0.0,0.325,0.525,85.979,192560,1,285HeuLxsngjFn4GGegGNm
0.335,0.958,-2.821,0.116,0.0075,0.0,0.0784,0.768,169.254,197396,0,288GYH88Dzk4xJ40GgWsiq
0.732,0.321,-12.575,0.0768,0.934,0.876,0.111,0.347,144.018,147833,2,289bzvdfHv0bAMNSaxr3sK
0.493,0.369,-12.695,0.0301,0.794,0.885,0.105,0.108,134.854,259428,4,28a0RlnfHnnJ5tBA7OIPos
0.635,0.909,-4.796,0.0553,0.00384,0.0852,0.239,0.639,110.005,190448,1,28AgTOIZke8nitD0NNeb3G
0.407,0.967,-7.104,0.0666,0.000316,0.00142,0.089,0.227,180.027,203373,0,28aQT80RVsVsD1X98WCew1
0.529,0.902,-6.694,0.0509,0.062,0.000397,0.812,0.929,194.059,264480,0,28bdcUznUDPjJEujZCABes
0.603,0.182,-14.172,0.922,0.887,0.000129,0.11,0.241,171.37,253867,3,28BsaF7tkszFeqPyhQroSX
0.515,0.869,-4.732,0.0672,0.00257,2.01e-06,0.21,0.452,93.24,209558,0,28C4nmrd7BTu0XbOmaTHZr
0.494,0.933,-5.977,0.0808,0.0434,0.00108,0.228,0.507,121.201,316867,0,28clONjZmul6FjfO6tZQDE
0.534,0.392,-7.636,0.0267,0.649,0.000227,0.0948,0.163,90.379,216533,2,28cnXtME493VX9NOw9cIUh
0.642,0.194,-16.659,0.845,0.956,0.0,0.114,0.547,137.405,185787,3,28DzqD56JgmTk9TJEybZkY
0.347,0.803,-4.923,0.0416,0.209,4.36e-06,0.116,0.672,85.362,281453,1,28eg5bkYvIHT7HPmzZFwLN
0.609,0.434,-9.174,0.0279,0.282,0.000561,0.101,0.377,119.071,318293,2,28EK7qsobexG3NJRrTE4tc
0.595,0.192,-16.237,0.534,0.0292,1.8e-05,0.385,0.13,216.363,94653,0,28FA0WMnHWVqk7WuSeWbTv
0.615,0.822,-6.915,0.0283,0.000231,0.00932,0.0954,0.714,128.015,175520,1,28FmVrFsjZsNjynjFteDA6
0.48,0.342,-10.393,0.0584,0.34,0.0,0.113,0.172,74.974,213134,2,28fObLCR38ziwHa7vKXQ0J
0.407,0.811,-10.251,0.189,0.848,1.47e-05,0.679,0.233,114.051,203175,0,28fPIw9fOeoTUpukELaLSJ
0.69,0.25,-21.784,0.954,0.348,0.0,0.418,0.491,101.552,1697908,3,28FtcldhjVz6Y8wN8suMlg
0.562,0.905,-2.791,0.14,0.00145,0.0,0.0788,0.118,128.059,200088,0,28FvSb3EK2X2nCoUK3Hi3q
0.679,0.547,-5.337,0.0889,0.647,0.00148,0.253,0.68,82.933,160000,1,28gOU6aiAGqn3INdkrbabZ
0.848,0.65,-10.097,0.151,0.0271,0.000446,0.791,0.711,119.634,361627,1,28gpnPaLDKjqf1viCWbE52
0.66,0.9,-5.02,0.14,0.0403,0.0,0.219,0.591,85.51,213253,1,28GUjBGqZVcAV4PHSYzkj2
0.823,0.649,-5.976,0.311,0.0542,0.000492,0.0651,0.794,104.961,206286,1,28ipV6hkWWpUk4DZ5dU7lX
0.63,0.827,-6.323,0.104,0.0212,8.74e-05,0.136,0.241,100.063,231933,0,28jcFm1snS2T2CcnGladPy
0.597,0.138,-13.396,0.926,0.0169,0.0,0.351,0.192,212.322,344520,3,28joKQ1y9IWFcRlc1qKtJ2
0.849,0.555,-6.106,0.3,0.0632,0.0,0.136,0.225,133.117,192413,1,28kQpvvEWh77dIeDZ1AEu7
0.676,0.634,-8.91,0.0301,0.0543,0.00239,0.297,0.8,110.617,186080,1,28KTisZDzhDBALLSvRf4wv
0.346,0.336,-11.287,0.0542,0.97,1.05e-05,0.642,0.104,130.445,179693,2,28Kx4cRdtLDs66Y1RJmx7T
0.365,0.913,-8.01,0.0687,2.95e-05,0.0783,0.699,0.128,136.128,323366,0,28KYBZXnvRk560ty8mdVIQ
0.465,0.988,-4.143,0.271,0.00194,0.11,0.335,0.254,140.15,301939,0,28lIyNNveMZ5UwvRoWMZlC
0.738,0.504,-10.407,0.0424,0.392,0.137,0.123,0.564,84.99,229843,1,28lNe4BlMf3vS0B5JQPuUu
0.689,0.3,-9.546,0.0451,0.808,1.48e-05,0.181,0.162,104.97,171151,2,28LrrolOGEPtpPqMRhfaZ0
0.522,0.976,-6.535,0.0524,0.000618,0.9,0.09,0.0702,127.008,205068,0,28M0wmH2oHJTl5goSFGIl8
0.959,0.515,-5.828,0.0543,0.143,2.97e-06,0.0683,0.614,122.96,137149,1,28mlBRCgMemGmW03BiYLlI
0.784,0.213,-10.78,0.0422,0.925,3.48e-05,0.393,0.339,135.854,189627,2,28o9xWhJmUWFO9VVg4bpvE
0.522,0.0892,-12.578,0.0335,0.905,7.72e-06,0.0987,0.326,138.635,213064,2,28OVM6cPMGwa5bQR9BbulJ
0.505,0.765,-6.289,0.534,0.18,0.0,0.0665,0.561,97.896,227664,1,28OWykY9Nga9uLNW8WWHT0
0.514,0.19,-14.214,0.895,0.717,8.54e-05,0.33,0.578,155.582,626747,3,28qa9TDuksdvDmeyitmHZ9
0.542,0.378,-11.577,0.192,0.59,0.934,0.0983,0.31,78.119,133760,4,28R3W2pqBJOxztS2o6y53W
0.595,0.434,-12.597,0.0493,0.279,0.00165,0.101,0.745,83.495,250867,1,28rEMH4xXl10A2u5zpDxJm
0.433,0.433,-9.001,0.0382,0.27,0.0,0.0853,0.54,152.654,190147,1,28rEP7gFeNCQVrHtL4l7pI
0.544,0.739,-7.383,0.0517,0.00392,0.000143,0.168,0.328,118.287,342600,0,28sMmBCmfHoy6NjZnovEYG
0.376,0.621,-5.237,0.043,0.0144,0.00013,0.603,0.228,81.226,233520,0,28t5gJlJyEF4MyZBx1N5OP
0.575,0.881,-13.012,0.0357,0.000117,2.69e-05,0.147,0.699,132.127,223867,1,28TcG73tbc4iGrGBFjiBnR
0.756,0.802,-6.659,0.0623,0.0232,0.13,0.0971,0.0981,123.994,221500,0,28TffGu89pUdBVHWFR98aG
0.806,0.455,-6.866,0.0445,0.0844,0.628,0.141,0.507,91.011,144555,1,28TgwlbhXXtGcUDfUQqcLO
0.442,0.697,-8.106,0.147,0.669,9.78e-06,0.452,0.698,80.012,220601,1,28TOqrJ0tUztEu5iwl6cCH
0.682,0.783,-4.997,0.18,0.0262,0.0,0.206,0.323,106.899,216084,0,28Tv8zltFDr5wBCG3Pfky4
0.499,0.984,-3.451,0.0812,5.61e-05,0.000197,0.138,0.529,105.625,171903,0,28Uy1rMHQ6rZUauFHEgAiy
0.118,0.0342,-28.216,0.0408,0.986,0.922,0.129,0.131,72.486,155750,4,28Vm9HwBIfy13ZPEffBFOF
0.665,0.438,-14.968,0.0565,0.691,0.837,0.102,0.281,99.996,216975,2,28WEdMqtZ0EW43L0yTRQk5
0.677,0.693,-7.561,0.0343,0.437,0.0,0.405,0.755,130.013,146160,1,28wGX1hoLCRbBZbEqITvE3
0.555,0.246,-13.867,0.0539,0.793,0.941,0.117,0.364,84.942,56042,4,28Wu2IcHEIED0PvaDurkr2
0.828,0.505,-6.561,0.54,0.49,0.0,0.313,0.685,96.297,326513,1,28x1Y0HPQo67mwORBF6Oe4
0.718,0.0256,-23.114,0.507,0.96,0.0,0.112,0.443,112.7,99560,3,28XcV2H56wxbODFswXLbWj
0.674,0.311,-16.841,0.897,0.0151,1.16e-05,0.244,0.232,133.367,216373,3,28XdmN96OuPAFH5WFznrdy
0.705,0.459,-15.125,0.0813,0.805,0.183,0.129,0.893,59.734,197293,1,28XeU5kVeb3SycBcmnK6l8
0.607,0.197,-10.761,0.0332,0.845,1.95e-05,0.109,0.26,110.969,274677,2,28YMQj2P0m3dvJqgjxLkEq
0.769,0.554,-6.789,0.0483,0.526,0.00309,0.105,0.764,104.058,150000,1,28z5NTRP3n4O0zkZ5WY2sZ
0.511,0.22,-13.201,0.0807,0.839,7.35e-05,0.12,0.398,165.884,188280,2,28zWJNlTn2d9oKQaYK6uKm
0.464,0.347,-9.009,0.0286,0.645,8.33e-06,0.131,0.179,130.673,156507,2,290jcyCDiqqBVNr1laLyU0
0.44,0.945,-4.849,0.0912,0.000333,0.000941,0.486,0.542,166.924,202587,0,290SZlJ3BPDbczcxLJ7nlb
0.74,0.626,-4.116,0.277,0.729,0.000888,0.0635,0.493,84.967,198873,1,292oT9FMsPKaVYzcFyxprI
0.661,0.725,-5.83,0.0623,0.0767,1.11e-05,0.108,0.564,118.1,232453,1,293vQBzppoLGqWgSwOzmxC
0.223,0.165,-16.394,0.0504,0.984,0.95,0.348,0.0518,73.463,167160,4,294IzNQIRp4soeVaQhows7
0.714,0.332,-10.085,0.347,0.836,0.00228,0.0693,0.347,94.088,189965,2,294nZwBt5gZvWtnMBynBFD
0.355,0.761,-6.309,0.0978,0.000288,0.0141,0.189,0.685,165.209,189848,0,296AZHApFeW2g1qwD6WTcc
0.598,0.791,-4.903,0.0643,0.00224,1.22e-05,0.11,0.271,98.055,197955,0,296TKunfRnpbT65BjC4LPi
0.701,0.529,-12.242,0.147,0.82,0.00113,0.249,0.577,138.216,146390,2,297rZsBEjFw9d0Gl3iBLnd
0.621,0.196,-24.153,0.498,0.77,0.0,0.193,0.574,116.484,191827,3,29825mqc8HQQNnNkCWIeSF
0.327,0.0524,-23.893,0.0353,0.992,0.903,0.109,0.13,101.24,256189,4,29BDdSTyzk66vgBmwvUaHc
0.454,0.436,-12.375,0.143,0.945,0.51,0.468,0.41,131.226,104973,2,29Cep2Wu69vBjisDwiP4xg
0.547,0.147,-26.05,0.919,0.678,0.0,0.13,0.594,74.509,2230333,3,29CghsGxzvIQXBw5dXDSk9
0.365,0.2,-10.972,0.0345,0.697,0.0,0.0804,0.133,128.042,257357,2,29CjkGjZnDVdJsfbRoNOGJ
0.524,0.0329,-25.068,0.0924,0.994,0.924,0.112,0.334,98.04,134611,4,29d4MmvvsUte4F2PvKpgPn
0.175,0.179,-17.767,0.0709,0.599,0.951,0.67,1e-05,83.41,154284,4,29DeShLV9kzW2RXeTpo8bX
0.433,0.12,-12.296,0.0406,0.891,0.0,0.104,0.185,100.317,264493,2,29dFStdDNJHdgGPhwyKdbB
0.867,0.434,-12.168,0.288,0.246,0.611,0.338,0.761,93.964,176200,1,29DiwrCB3ZCKaQsB9sH1SK
0.422,0.908,-3.019,0.0452,2.03e-05,0.0688,0.148,0.112,94.033,247667,0,29EAXbPh9fZdJEfl57TuqG
0.522,0.444,-10.245,0.111,0.298,2.34e-06,0.132,0.21,148.143,236757,2,29f0vmp6NQWZPuLosI3Pfm
0.629,0.889,-3.787,0.229,0.178,6.8e-06,0.178,0.847,90.903,234725,1,29fn2T54z1emIYAueUQg0H
0.157,0.148,-17.984,0.0344,0.902,0.953,0.0929,0.0513,91.849,211304,4,29fnMwA8A3OXtEp8LuIGkS
0.481,0.978,-3.68,0.0763,1.21e-05,0.482,0.317,0.185,131.961,202661,0,29gFUkZNWBnVOV5BjoAf2j
0.497,0.285,-14.537,0.0264,0.643,1.66e-05,0.389,0.667,154.7,173467,2,29HaKOpeLSYvqdFyEQSRdj
0.66,0.629,-8.658,0.0305,0.333,0.00229,0.1,0.59,139.945,280331,1,29Hfr3JtLRquV7F3fejB4R
0.329,0.0461,-23.699,0.0534,0.987,0.281,0.114,0.342,178.971,273000,2,29hihR8FZp3X1yEwHi33Eg
0.608,0.728,-6.612,0.0393,0.339,4.62e-05,0.0741,0.246,89.994,219333,1,29j2Y1N3vpyvm385G4TFSS
0.104,0.103,-23.676,0.0383,0.841,0.838,0.104,0.0594,88.059,174038,4,29jNOcTJP8rfJYWF3kxMBh
0.595,0.723,-8.256,0.0349,0.047,0.0286,0.0995,0.272,108.043,223640,0,29jtZGdgpE2lWm2mkIt6HS
0.566,0.699,-6.526,0.0296,0.000228,0.0,0.34,0.472,126.043,261387,0,29JWEtCvi5bhX9YYkiXaKY
0.666,0.112,-28.274,0.686,0.808,0.0,0.111,0.431,130.633,161067,3,29kPdebNCbT9x5QGD31MYT
0.413,0.92,-5.09,0.0549,0.00665,0.00738,0.113,0.593,98.476,320587,0,29KrS3t5CmELsfbIAi8p0z
0.838,0.806,-9.738,0.0408,0.213,0.00203,0.354,0.846,123.121,361093,1,29L9RTMgpqS98Lu0VUUhhr
0.898,0.643,-7.104,0.166,0.117,2.51e-05,0.201,0.927,98.035,237775,1,29MbJ4ReqIZ2lduxiwp8Cd
0.638,0.353,-14.28,0.0285,0.694,1.5e-06,0.138,0.428,98.697,425827,2,29ML65w35iyQry14KXbBiF
0.605,0.315,-8.958,0.0264,0.288,0.0,0.599,0.441,111.252,159933,2,29N4xnL6SpjkQiuPaTvQXA
0.724,0.725,-11.93,0.0395,0.0226,0.0336,0.0445,0.909,106.156,304733,1,29NBqITzgvrpmO0QJvYht9
0.647,0.628,-8.64,0.041,0.554,6.95e-05,0.122,0.716,116.928,185706,1,29nHr0ZgMRVfqeUa2nSD3a
0.536,0.0572,-21.435,0.0452,0.973,0.919,0.115,0.178,137.15,240960,4,29nK4itJtykZEtsVE8dt4R
0.722,0.482,-12.602,0.931,0.913,0.0,0.723,0.483,91.739,218520,3,29nlC3tur2GDMp1Rsicfk8
0.393,0.207,-11.865,0.0392,0.877,0.0,0.104,0.262,163.99,231966,2,29Ns3avs48iQhNQgrHMEkm
0.34,0.952,-4.087,0.062,3.81e-05,0.419,0.0461,0.199,175.078,260875,0,29oA1y6tcKOqEJ2oClyu9w
0.689,0.264,-10.809,0.229,0.742,0.0,0.0982,0.695,91.948,191170,2,29OB96bcpEnlfbdVREAr83
0.331,0.463,-12.37,0.032,0.175,0.181,0.151,0.286,127.321,396613,0,29odF1gMpCjJXLR8PAIskQ
0.731,0.309,-17.596,0.0415,0.548,0.925,0.109,0.581,117.995,382235,2,29ogdGp1JAeyUaPBXqSL2c
0.41,0.994,-5.114,0.193,2.28e-06,0.938,0.0678,0.0505,120.179,294733,0,29oOG1it4kplDCSyQCpKPh
0.64,0.429,-11.32,0.914,0.982,0.0,0.664,0.782,113.703,120840,3,29OpAOxgQFbKDQZlJz2Rjx
0.134,0.326,-13.868,0.0303,0.699,0.925,0.0744,0.0714,77.914,225560,4,29oY8ptMAWdMjPVjYK0wVj
0.774,0.597,-9.826,0.0325,0.605,0.0267,0.066,0.857,118.428,283427,1,29pqGFsm1NPsVHfSrjaDUJ
0.635,0.81,-7.419,0.12,0.128,0.00034,0.127,0.778,83.445,243566,1,29qSz6giXs9rk3bKEjfK0a
0.497,0.685,-7.293,0.0281,0.0435,0.0401,0.152,0.743,172.206,225467,1,29QxWOqd1z0HynG72mAEqn
0.718,0.267,-25.982,0.818,0.516,0.0,0.275,0.401,115.861,112796,3,29Sh5bIaEs2LyW4hTECPBV
0.558,0.757,-4.894,0.0378,0.151,0.0,0.0957,0.645,92.192,297720,1,29sQdO0XyF2fkdvbvmx8G0
