danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,k_cluster
0.809,0.615,-7.529,0.0476,0.138,1.69e-06,0.0681,0.564,122.007,186837,1
0.321,0.99,-4.461,0.204,0.00248,0.00631,0.0924,0.209,140.574,166707,0
0.604,0.411,-15.35,0.921,0.967,3.72e-05,0.135,0.26,167.585,484107,3
0.357,0.235,-15.105,0.0373,0.907,0.0576,0.0821,0.223,89.721,173538,2
0.626,0.507,-10.519,0.0276,0.651,0.457,0.107,0.374,134.829,241809,2
0.197,0.807,-7.047,0.0414,4.19e-05,0.9,0.0821,0.599,163.91,201186,0
0.523,0.927,-5.596,0.0609,4.82e-05,0.0705,0.292,0.272,135.005,259643,0
0.361,0.991,-3.306,0.0816,0.00472,0.01,0.56,0.261,173.979,205427,0
0.764,0.457,-11.351,0.0272,0.516,2.4e-05,0.201,0.764,95.996,177500,1
0.699,0.109,-16.97,0.0438,0.935,0.0,0.152,0.54,100.005,213666,2
0.617,0.283,-15.182,0.926,0.32,0.0,0.0491,0.186,168.731,401240,3
0.711,0.492,-8.119,0.0325,0.454,1.45e-05,0.126,0.868,107.917,195293,1
0.585,0.0135,-32.16,0.0937,0.834,9.23e-06,0.102,0.261,120.184,481453,2
0.372,0.758,-7.364,0.13,0.00181,0.0,0.152,0.32,169.947,202233,0
0.499,0.159,-16.154,0.0337,0.936,0.000565,0.118,0.303,77.691,147680,2
0.647,0.844,-3.756,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,1
0.543,0.58,-7.485,0.0814,0.402,0.0,0.162,0.425,82.527,232160,2
0.459,0.191,-16.576,0.035,0.888,0.0282,0.2,0.392,113.309,188673,2
0.672,0.31,-18.045,0.878,0.98,0.000192,0.507,0.567,103.33,324360,3
0.0815,0.0689,-26.148,0.0443,0.827,0.925,0.111,0.0302,171.293,245000,4
0.533,0.999,-4.644,0.0786,0.0013,0.00444,0.348,0.615,140.014,226200,0
0.603,0.744,-5.724,0.0458,0.279,4.87e-06,0.106,0.605,101.991,209660,1
0.736,0.103,-21.433,0.952,0.899,0.0,0.136,0.514,83.481,218933,3
0.696,0.758,-6.076,0.0264,0.17,3.33e-05,0.189,0.859,129.943,250693,1
0.405,0.808,-3.867,0.0355,0.18,0.000412,0.133,0.32,122.043,232129,0
0.398,0.776,-7.361,0.0411,0.122,0.0559,0.12,0.0941,130.041,187050,0
0.411,0.0393,-25.1,0.0514,0.995,0.936,0.114,0.291,124.794,148667,4
0.492,0.964,-3.475,0.0729,0.00046,0.00582,0.434,0.703,157.036,210160,0
0.449,0.608,-7.676,0.0303,0.315,0.087,0.0687,0.839,146.062,228320,1
0.704,0.704,-3.987,0.205,0.228,0.0,0.0671,0.596,86.152,212305,1
0.0615,0.129,-23.206,0.0357,0.943,0.952,0.0932,0.0384,47.045,268387,4
0.638,0.535,-7.792,0.0415,0.623,0.0391,0.0837,0.504,84.947,277653,2
0.389,0.565,-11.736,0.0747,0.105,0.00249,0.158,0.787,196.605,207973,1
0.431,0.17,-23.404,0.0459,0.897,0.876,0.113,0.0385,129.923,85467,4
0.241,0.92,-4.547,0.0918,0.0878,0.0123,0.901,0.0562,104.813,591360,0
0.561,0.774,-3.622,0.0737,0.000369,2.36e-06,0.0469,0.903,164.008,179227,1
0.381,0.127,-20.486,0.04,0.832,0.882,0.0919,0.248,134.779,187320,4
0.581,0.0549,-20.514,0.0397,0.559,0.0,0.0718,0.234,152.037,300840,2
0.132,0.584,-9.381,0.0343,0.00416,0.449,0.0736,0.0741,77.193,448613,0
0.599,0.539,-5.897,0.034,0.356,5.38e-06,0.102,0.188,121.947,273640,2
0.591,0.295,-20.483,0.0344,0.574,0.89,0.0875,0.593,180.0,129333,2
0.743,0.596,-5.933,0.0287,0.0749,0.00028,0.203,0.743,111.994,224053,1
0.728,0.714,-5.706,0.0554,0.00586,0.335,0.0517,0.222,125.908,204349,0
0.661,0.21,-13.264,0.878,0.196,0.0,0.364,0.192,139.689,1470146,3
0.687,0.118,-19.286,0.949,0.816,0.0,0.116,0.425,100.627,726453,3
0.906,0.661,-6.667,0.0594,0.109,0.0556,0.113,0.723,130.0,197000,1
0.579,0.522,-7.124,0.0232,0.000545,0.00811,0.0914,0.286,81.969,257587,1
0.364,0.015,-30.617,0.202,0.851,0.0,0.167,0.234,76.931,683080,4
0.585,0.676,-11.267,0.0471,0.0176,0.732,0.129,0.474,109.309,252040,0
0.618,0.916,-4.685,0.0651,0.00914,0.00023,0.204,0.717,123.969,250787,1
0.516,0.962,-4.865,0.125,0.148,0.0,0.297,0.581,177.377,210338,0
0.33,0.0676,-28.938,0.0583,0.993,0.914,0.0794,0.215,85.009,185400,4
0.6,0.811,-7.956,0.0489,0.00138,3.29e-05,0.245,0.467,126.071,183750,0
0.2,0.0742,-26.171,0.0402,0.972,0.896,0.0958,0.0853,65.331,189250,4
0.395,0.419,-13.218,0.232,0.784,0.0111,0.296,0.453,102.687,558736,2
0.848,0.457,-10.118,0.293,0.153,0.0,0.115,0.227,100.018,195649,1
0.215,0.0441,-24.86,0.0362,0.976,0.901,0.0818,0.0378,94.123,172208,4
0.252,0.0032,-30.568,0.0371,0.986,0.931,0.114,0.0386,71.635,175125,4
0.744,0.481,-16.24,0.0479,0.636,0.00709,0.0912,0.968,113.107,206160,1
0.71,0.936,-4.987,0.213,0.00238,0.121,0.0846,0.929,128.969,152791,1
0.511,0.955,-5.059,0.129,0.0004,8.7e-06,0.263,0.291,151.937,220413,0
0.744,0.132,-20.758,0.933,0.761,0.0,0.262,0.746,75.546,77293,3
0.559,0.666,-6.528,0.0271,0.0021,0.212,0.105,0.613,78.505,209347,1
0.287,0.462,-10.937,0.032,0.00267,0.881,0.133,0.0384,130.993,393267,0
0.659,0.223,-12.659,0.0658,0.962,0.936,0.105,0.296,99.973,150550,4
0.247,0.738,-4.706,0.033,0.000118,0.000549,0.257,0.15,77.728,337773,0
0.458,0.931,-4.436,0.0714,0.00222,0.0,0.233,0.321,152.131,278891,0
0.56,0.756,-4.817,0.0415,0.00635,1.29e-05,0.55,0.404,179.771,223546,0
0.645,0.221,-16.853,0.929,0.00988,0.0,0.108,0.201,146.157,308933,3
0.497,0.379,-13.27,0.0298,0.877,0.943,0.0942,0.73,110.356,182293,2
0.804,0.684,-10.041,0.0726,0.0134,0.913,0.0822,0.153,124.001,491652,0
0.56,0.234,-22.411,0.18,0.33,0.0,0.368,0.504,212.371,321281,2
0.558,0.524,-11.626,0.0459,0.321,0.000952,0.94,0.636,93.654,289027,0
0.303,0.882,-1.259,0.0489,0.0241,0.788,0.393,0.271,154.316,223893,0
0.419,0.0145,-25.009,0.0546,0.994,0.93,0.114,0.178,132.045,142070,4
0.306,0.164,-28.914,0.0468,0.964,0.896,0.0973,0.0874,119.859,179000,4
0.683,0.584,-8.551,0.085,0.282,0.00372,0.11,0.231,129.318,197447,2
0.441,0.201,-16.396,0.061,0.987,1.7e-05,0.278,0.416,102.338,104173,2
0.706,0.841,-5.88,0.0501,0.00842,0.00546,0.131,0.823,126.993,276027,1
0.314,0.309,-13.338,0.0384,0.948,0.00477,0.111,0.142,87.648,196360,2
0.463,0.388,-9.367,0.0437,0.282,2.54e-06,0.0866,0.166,77.415,221596,2
0.379,0.995,-3.338,0.182,2.73e-05,0.645,0.166,0.152,199.983,303440,0
0.828,0.689,-7.878,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015,1
0.628,0.83,-4.13,0.0386,0.223,0.0,0.151,0.691,104.97,197625,1
0.182,0.0159,-29.165,0.0433,0.994,0.903,0.0757,0.0513,62.746,277600,4
0.699,0.453,-9.67,0.0428,0.0622,0.00308,0.0958,0.68,150.231,247267,1
0.641,0.922,-4.457,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,1
0.113,0.942,-6.618,0.119,0.00344,0.136,0.169,0.0395,93.89,481400,0
0.114,0.0597,-22.971,0.0457,0.909,0.875,0.0996,0.0493,84.142,790893,4
0.561,0.434,-16.073,0.929,0.886,0.0,0.561,0.697,75.871,178333,3
0.618,0.546,-8.015,0.0269,0.0102,0.000403,0.293,0.576,110.049,299546,1
0.707,0.729,-8.152,0.044,0.00351,0.188,0.109,0.156,127.996,212676,0
0.473,0.0244,-28.273,0.031,0.91,0.957,0.347,0.0515,100.02,205800,4
0.656,0.894,-5.151,0.0557,0.037,1.76e-05,0.111,0.742,107.023,225093,1
0.326,0.0475,-30.088,0.0502,0.988,0.945,0.111,0.137,63.859,172969,4
0.653,0.237,-18.606,0.941,0.765,0.0,0.504,0.405,68.359,161888,3
0.562,0.84,-5.621,0.0911,0.0832,1.7e-05,0.0947,0.609,154.612,226368,1
0.921,0.609,-5.288,0.187,0.155,0.0,0.106,0.716,135.965,184200,1
0.966,0.288,-11.863,0.486,0.135,0.0,0.102,0.739,115.044,160696,1
0.717,0.285,-20.327,0.584,0.906,0.0,0.118,0.867,108.474,24009,3
0.543,0.804,-7.585,0.0239,0.000541,0.0,0.276,0.803,94.989,238693,1
0.404,0.946,-11.562,0.088,0.000217,0.00168,0.411,0.437,151.716,231133,0
0.228,0.55,-5.417,0.0354,0.347,4.71e-06,0.106,0.294,53.523,189500,2
0.257,0.0842,-23.85,0.0355,0.988,0.92,0.132,0.0562,72.684,178827,4
0.602,0.337,-9.891,0.0572,0.305,0.0256,0.129,0.231,84.028,127465,2
0.693,0.767,-6.902,0.0233,0.0339,0.678,0.198,0.906,105.054,259140,1
0.266,0.588,-5.027,0.0892,6.39e-06,0.167,0.321,0.195,119.844,235493,0
0.401,0.591,-4.65,0.0299,0.00252,0.00278,0.313,0.691,82.133,164645,1
0.191,0.0766,-22.998,0.0548,0.972,7.87e-05,0.138,0.0358,84.64,318653,4
0.695,0.133,-20.235,0.909,0.838,0.0,0.123,0.346,137.539,426147,3
0.576,0.863,-6.668,0.914,0.878,0.0,0.796,0.433,115.815,314400,3
0.438,0.166,-11.478,0.0369,0.745,0.0,0.108,0.34,147.16,213200,2
0.558,0.919,-4.278,0.039,1.21e-05,0.000565,0.197,0.766,123.029,237440,1
0.377,0.0933,-19.656,0.0539,0.993,0.954,0.11,0.335,105.938,174396,4
0.365,0.198,-23.26,0.0761,0.861,0.343,0.299,0.0311,140.228,197333,4
0.636,0.893,-4.579,0.0482,0.00199,0.83,0.107,0.569,139.97,268835,0
0.55,0.0603,-23.048,0.0742,0.96,0.874,0.0896,0.274,108.063,151111,4
0.641,0.476,-8.988,0.0403,0.108,0.0,0.153,0.367,75.992,193769,1
0.332,0.179,-11.83,0.0326,0.879,0.0,0.0886,0.315,96.529,125667,2
0.646,0.705,-5.816,0.0294,0.495,4.77e-05,0.151,0.223,91.513,190061,2
0.364,0.0152,-21.193,0.0424,0.987,0.964,0.0877,0.0389,170.359,163508,4
0.768,0.142,-16.909,0.0662,0.88,0.84,0.128,0.155,119.726,147019,2
0.689,0.827,-8.345,0.0434,0.0143,0.839,0.396,0.131,123.002,242432,0
0.217,0.969,-3.571,0.094,0.000112,0.0012,0.311,0.144,98.416,182493,0
0.365,0.568,-5.431,0.0338,0.835,8.01e-06,0.364,0.559,103.068,141893,2
0.579,0.278,-9.255,0.0325,0.893,0.0,0.0929,0.286,127.439,227065,2
0.474,0.92,-5.573,0.0506,4.8e-05,3.68e-05,0.221,0.809,180.01,165419,1
0.423,0.894,-3.54,0.0953,0.00116,0.0,0.147,0.408,187.853,222214,0
0.188,0.104,-28.142,0.0442,0.773,0.773,0.111,0.0403,126.291,211605,4
0.191,0.958,-5.057,0.0901,3.07e-05,0.00536,0.477,0.277,191.775,272147,0
0.514,0.833,-7.883,0.0491,0.184,1.07e-06,0.844,0.319,91.48,301210,0
0.253,0.0316,-29.822,0.0431,0.959,0.784,0.108,0.0884,128.447,173750,4
0.655,0.618,-5.793,0.279,0.635,4.53e-06,0.527,0.577,179.812,190657,1
0.621,0.257,-20.897,0.959,0.452,0.0,0.321,0.427,79.403,808620,3
0.472,0.63,-9.556,0.0369,0.00131,0.0012,0.161,0.511,151.913,167389,0
0.571,0.88,-5.064,0.066,0.00512,0.0,0.107,0.773,159.984,205236,1
0.387,0.315,-9.477,0.0301,0.798,0.000381,0.086,0.232,135.388,254400,2
0.0,0.181,-16.304,0.0,0.714,0.0,0.0,0.0,0.0,5360,4
0.673,0.32,-8.17,0.155,0.86,0.0,0.124,0.62,83.975,177087,2
0.872,0.676,-8.981,0.207,0.311,0.0136,0.236,0.474,94.754,213933,1
0.396,0.506,-8.575,0.0337,0.00988,0.0,0.231,0.625,147.429,195547,0
0.394,0.25,-16.804,0.0327,0.845,0.93,0.127,0.0903,115.451,608187,4
0.542,0.141,-12.788,0.0624,0.907,0.0,0.107,0.277,120.509,106653,2
0.753,0.425,-7.924,0.0321,0.837,3.03e-06,0.0996,0.481,114.962,200348,2
0.687,0.0968,-14.847,0.635,0.409,7.49e-05,0.12,0.359,114.959,170093,3
0.194,0.655,-4.905,0.0382,0.00885,0.0,0.122,0.242,146.523,159999,0
0.341,0.662,-5.023,0.0335,0.105,0.0,0.113,0.2,174.875,334907,0
0.597,0.554,-14.144,0.0425,0.029,0.0,0.0766,0.963,117.835,133200,1
0.623,0.627,-6.73,0.0518,0.603,0.00908,0.316,0.459,100.04,211340,1
0.647,0.319,-9.987,0.0367,0.827,0.0,0.133,0.267,126.243,153059,2
0.385,0.442,-11.924,0.0333,0.818,0.0701,0.113,0.382,174.282,380160,2
0.234,0.0164,-25.404,0.0451,0.982,0.00148,0.0812,0.0394,136.357,231547,4
0.681,0.00453,-17.276,0.409,0.124,0.0,0.111,0.185,119.654,591653,3
0.719,0.632,-4.892,0.0414,0.0143,0.0,0.0708,0.846,103.988,174679,1
0.473,0.46,-10.936,0.0263,0.224,0.403,0.0802,0.428,141.011,243733,0
0.572,0.319,-6.206,0.0685,0.963,0.0,0.161,0.359,110.922,218492,2
0.272,0.346,-14.01,0.0317,0.926,0.931,0.0772,0.24,79.773,134747,4
0.0574,0.496,-32.727,0.157,0.0984,0.0,0.811,0.0273,52.764,169331,4
0.759,0.806,-5.629,0.0517,0.00245,2.73e-05,0.087,0.158,119.96,200000,0
0.753,0.431,-9.024,0.223,0.765,0.0,0.521,0.276,85.021,166147,2
0.471,0.908,-5.837,0.0492,0.0124,0.00556,0.495,0.428,138.003,227638,0
0.608,0.95,-4.911,0.112,0.00469,0.0908,0.0414,0.769,144.025,222547,1
0.152,0.163,-19.581,0.0425,0.876,0.973,0.0928,0.0393,68.655,292562,4
0.822,0.332,-11.369,0.0506,0.834,0.0,0.11,0.834,110.802,139093,1
0.743,0.401,-7.817,0.0323,0.875,0.0,0.113,0.181,104.935,166847,2
0.822,0.275,-17.362,0.181,0.327,1.35e-06,0.175,0.908,121.981,192733,1
0.383,0.00952,-24.973,0.063,0.994,0.926,0.111,0.0865,135.194,146811,4
0.481,0.179,-15.065,0.0365,0.556,0.000226,0.152,0.317,117.526,219987,2
0.481,0.874,-4.193,0.0292,4.19e-06,0.555,0.11,0.618,140.07,219707,0
0.605,0.455,-8.903,0.0301,0.595,0.0,0.0816,0.678,106.825,151289,1
0.697,0.521,-6.519,0.031,0.243,0.0,0.189,0.331,91.998,208486,1
0.498,0.445,-8.216,0.0278,0.308,0.00334,0.11,0.212,129.948,392453,2
0.622,0.859,-7.626,0.0636,0.000609,0.746,0.0909,0.442,121.968,218373,0
0.42,0.0353,-27.468,0.0463,0.995,0.96,0.0982,0.237,79.226,131750,4
0.684,0.341,-9.497,0.0272,0.837,2.69e-05,0.0883,0.557,75.948,159507,2
0.585,0.68,-6.14,0.0448,0.34,0.0,0.186,0.25,95.988,230000,0
0.37,0.757,-4.596,0.0557,0.000175,0.662,0.109,0.117,161.973,382893,0
0.723,0.291,-14.963,0.856,0.955,0.0,0.101,0.639,123.6,99827,3
0.607,0.58,-7.951,0.146,0.355,0.0,0.352,0.284,83.026,195747,2
0.0,0.453,-10.984,0.0,0.466,0.0,0.114,0.0,0.0,14750,4
0.303,0.436,-4.5,0.0324,0.843,0.0,0.0858,0.156,171.933,237507,2
0.543,0.101,-19.653,0.0942,0.995,0.966,0.096,0.69,77.684,167958,4
0.748,0.97,-2.849,0.0463,0.00224,0.25,0.314,0.756,125.99,189524,1
0.617,0.404,-15.64,0.964,0.783,0.0,0.0839,0.275,74.12,115453,3
0.248,0.949,-3.192,0.283,0.00235,0.0,0.0497,0.349,194.988,185217,0
0.395,0.198,-16.971,0.0362,0.923,0.0703,0.0786,0.0714,81.97,282747,2
0.609,0.804,-4.137,0.042,0.115,2.34e-06,0.503,0.633,131.986,182538,1
0.318,0.984,-4.673,0.0806,0.000215,0.000244,0.386,0.716,177.229,147173,0
0.667,0.271,-22.328,0.931,0.975,0.0,0.385,0.445,108.535,362267,3
0.698,0.572,-7.735,0.198,0.135,0.0,0.154,0.391,71.446,176959,1
0.405,0.00532,-26.036,0.0373,0.993,0.925,0.183,0.141,131.855,188491,4
0.418,0.93,-5.639,0.299,0.000255,0.000434,0.192,0.419,174.059,183480,0
0.621,0.666,-7.079,0.055,0.000499,0.0768,0.0797,0.583,124.003,237053,1
0.334,0.494,-10.229,0.0372,0.000293,0.962,0.0537,0.068,155.154,418867,0
0.0712,0.0533,-27.451,0.0454,0.974,0.869,0.109,0.036,69.171,773187,4
0.401,0.364,-10.836,0.033,0.45,0.0503,0.162,0.224,129.57,328507,2
0.613,0.924,-6.813,0.0329,0.0165,0.95,0.615,0.512,120.012,199127,0
0.246,0.123,-26.022,0.0423,0.992,0.949,0.109,0.193,95.818,108000,4
0.669,0.759,-4.398,0.16,0.111,8.71e-06,0.149,0.534,104.983,205227,1
0.615,0.518,-13.831,0.0274,0.604,0.00753,0.117,0.903,152.996,256212,1
0.717,0.152,-25.009,0.938,0.651,0.0,0.155,0.54,126.349,333800,3
0.691,0.208,-20.641,0.938,0.969,0.000303,0.585,0.32,102.205,1606400,3
0.655,0.794,-5.872,0.25,0.082,0.0791,0.0457,0.667,187.007,184939,1
0.465,0.281,-8.836,0.0303,0.416,0.0,0.174,0.312,68.541,250560,2
0.712,0.286,-14.749,0.821,0.933,0.0,0.148,0.617,82.866,98787,3
0.0,0.11,-20.444,0.0,0.0,0.0,0.0,0.0,0.0,4320,4
0.58,0.299,-13.03,0.0269,0.699,0.00386,0.0805,0.364,93.037,282000,2
0.686,0.827,-5.952,0.0317,0.0172,0.00168,0.0842,0.836,106.879,218172,1
0.636,0.021,-28.461,0.115,0.996,0.952,0.0858,0.438,107.464,144750,4
0.722,0.43,-9.013,0.0336,0.435,0.884,0.167,0.307,80.003,204000,2
0.635,0.793,-4.333,0.0322,0.000647,0.747,0.113,0.281,77.594,201856,0
0.436,0.234,-18.774,0.545,0.823,0.0,0.733,0.434,80.387,193667,3
0.663,0.0971,-16.083,0.628,0.0328,0.0,0.304,0.121,148.51,803067,3
0.501,0.652,-10.403,0.0319,0.0262,0.346,0.173,0.476,142.013,523467,0
0.402,0.965,-3.965,0.039,1.66e-05,0.171,0.15,0.476,159.867,221680,0
0.588,0.145,-11.55,0.0555,0.89,0.0,0.108,0.421,74.317,160414,2
0.61,0.755,-8.769,0.0558,0.3,0.000252,0.144,0.661,184.073,230853,1
0.537,0.519,-8.763,0.125,0.959,0.000188,0.0943,0.244,102.193,135000,2
0.533,0.282,-10.327,0.0261,0.701,0.000549,0.0894,0.358,97.404,179973,2
0.598,0.923,-2.588,0.0431,0.000189,0.0,0.286,0.763,113.998,255773,1
0.568,0.499,-6.597,0.0288,0.635,0.0,0.122,0.243,143.761,208507,2
0.532,0.952,-6.477,0.0761,8.05e-06,0.116,0.121,0.624,140.976,193940,1
0.515,0.272,-11.449,0.0397,0.767,0.0,0.558,0.735,131.989,176680,2
0.569,0.675,-8.012,0.0349,0.115,0.000965,0.236,0.384,121.705,162674,0
0.264,0.0283,-28.757,0.0684,0.833,0.00567,0.146,0.0396,89.004,295600,4
0.207,0.0253,-27.148,0.0611,0.989,0.000357,0.0701,0.0552,78.606,256027,4
0.674,0.119,-27.104,0.912,0.985,0.0,0.154,0.613,94.145,161773,3
0.439,0.0107,-31.809,0.0431,0.995,0.922,0.114,0.144,131.484,251250,4
0.609,0.368,-17.127,0.912,0.575,0.0,0.101,0.133,161.327,522520,3
0.435,0.0139,-29.551,0.0584,0.994,0.958,0.075,0.112,68.787,186596,4
0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,1
0.671,0.475,-7.525,0.384,0.402,0.0,0.157,0.422,87.035,221907,1
0.107,0.0125,-31.826,0.0376,0.995,0.959,0.116,0.0671,90.673,170125,4
0.182,0.0384,-27.802,0.0434,0.957,0.9,0.158,0.0429,114.865,129391,4
0.473,0.804,-5.58,0.0515,0.00512,0.0,0.11,0.484,142.005,233200,0
0.39,0.178,-20.355,0.0391,0.957,0.85,0.0951,0.357,77.368,354947,4
0.367,0.349,-10.822,0.0372,0.893,0.128,0.191,0.113,125.526,256500,2
0.411,0.158,-10.731,0.0301,0.94,1.47e-05,0.101,0.166,85.741,257493,2
0.602,0.456,-13.784,0.0489,0.721,2e-05,0.103,0.787,91.995,234347,1
0.711,0.913,-2.73,0.0492,0.0524,1.46e-06,0.0732,0.693,105.033,197147,1
0.418,0.403,-5.204,0.0313,0.834,0.0,0.105,0.269,137.843,185410,2
0.605,0.854,-4.128,0.0488,0.0673,0.0,0.54,0.165,124.024,214641,0
0.456,0.27,-12.637,0.0325,0.657,0.00165,0.0852,0.0996,111.218,278167,2
0.638,0.689,-4.54,0.0389,0.185,2.91e-05,0.138,0.555,112.235,282493,1
0.436,0.761,-2.43,0.0506,0.00127,0.00403,0.173,0.282,142.027,225027,0
0.535,0.697,-6.016,0.0595,0.131,0.000139,0.253,0.263,94.983,247787,0
0.631,0.494,-6.678,0.0362,0.606,0.0,0.113,0.455,130.216,200960,2
0.696,0.975,-1.475,0.0722,0.00567,0.277,0.665,0.649,149.99,262400,0
0.418,0.103,-16.763,0.0367,0.958,0.000331,0.891,0.0824,130.994,250850,2
0.61,0.683,-3.879,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,241693,1
0.663,0.792,-11.255,0.0456,0.00787,0.00183,0.582,0.443,115.386,299640,0
0.203,0.00588,-34.66,0.0391,0.99,0.829,0.118,0.0418,69.468,187250,4
0.348,0.0709,-26.439,0.095,0.963,0.0,0.0826,0.132,138.023,711840,4
0.377,0.764,-5.312,0.0364,0.00667,0.0,0.0969,0.128,149.827,224000,0
0.798,0.598,-6.022,0.0688,0.386,1.88e-06,0.107,0.735,93.051,208445,1
0.712,0.253,-11.014,0.038,0.599,9.1e-06,0.356,0.191,103.946,237692,2
0.612,0.771,-5.399,0.29,0.235,0.0,0.176,0.378,140.059,344693,0
0.486,0.00691,-21.457,0.0396,0.991,0.936,0.112,0.279,66.021,148585,4
0.515,0.454,-5.862,0.0593,0.695,0.0,0.179,0.365,183.636,257667,2
0.426,0.21,-16.289,0.0558,0.933,0.00487,0.274,0.307,78.618,296338,2
0.502,0.65,-4.27,0.0531,0.366,0.0,0.0956,0.392,159.78,153027,0
0.633,0.222,-10.381,0.0301,0.855,0.0,0.107,0.61,111.411,240579,2
0.0896,0.0124,-42.314,0.0459,0.987,0.981,0.103,0.0694,169.365,211765,4
0.613,0.755,-4.897,0.127,0.175,0.00303,0.168,0.806,166.036,203400,1
0.169,0.55,-9.754,0.0938,0.0115,0.892,0.106,0.0382,124.849,316228,0
0.695,0.558,-6.42,0.0326,0.36,0.00606,0.103,0.477,101.967,210613,1
0.509,0.511,-7.431,0.0294,0.662,0.000303,0.106,0.461,75.684,222587,2
0.643,0.789,-7.165,0.0322,0.0183,0.52,0.0901,0.0392,122.035,209082,0
0.439,0.294,-13.66,0.0353,0.765,0.743,0.278,0.0315,65.148,185538,4
0.613,0.673,-10.158,0.952,0.932,0.0,0.689,0.232,102.299,338361,3
0.559,0.856,-2.545,0.0414,0.242,0.0,0.0866,0.519,165.055,246947,0
0.266,0.989,-3.976,0.114,3.76e-05,0.00388,0.083,0.0376,115.021,486189,0
0.33,0.983,-6.64,0.152,5.78e-06,0.0541,0.485,0.103,139.942,484467,0
0.209,0.962,-4.435,0.0482,0.000269,6.97e-05,0.15,0.351,184.267,230323,0
0.513,0.768,-4.868,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,210580,0
0.923,0.524,-9.918,0.349,0.263,0.112,0.214,0.78,102.426,167667,1
0.667,0.0981,-15.544,0.0839,0.979,0.887,0.117,0.328,91.319,132500,4
0.644,0.645,-6.193,0.0471,0.0707,0.0,0.126,0.949,169.903,201495,1
0.463,0.475,-6.799,0.0276,0.674,1.17e-06,0.195,0.364,74.664,207107,2
0.533,0.369,-4.877,0.032,0.881,0.0,0.0989,0.273,137.731,192387,2
0.672,0.72,-7.781,0.035,0.0373,9.38e-06,0.0371,0.828,118.731,193347,1
0.591,0.841,-4.351,0.0304,0.0119,0.0,0.395,0.392,109.034,158805,0
0.692,0.582,-9.679,0.0299,0.683,0.00132,0.147,0.586,127.954,311227,1
0.683,0.792,-10.271,0.069,0.217,0.732,0.204,0.318,123.994,313329,0
0.704,0.802,-5.382,0.17,0.398,0.0,0.0831,0.884,90.543,198280,1
0.475,0.0462,-20.951,0.0603,0.752,0.838,0.0983,0.294,125.696,274400,4
0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,1
0.862,0.373,-7.781,0.05,0.00257,0.0783,0.0766,0.883,121.156,194853,1
0.208,0.442,-13.192,0.0308,0.658,0.555,0.131,0.534,82.067,171787,4
0.275,0.175,-15.043,0.0373,0.793,0.0218,0.111,0.0382,85.56,166763,2
0.583,0.769,-4.859,0.159,0.419,0.0,0.0988,0.785,179.869,201344,1
0.57,0.738,-6.088,0.0406,0.416,1.14e-05,0.112,0.542,92.547,188987,1
0.696,0.943,-2.962,0.0431,0.0736,0.0,0.653,0.833,129.003,194867,1
0.543,0.676,-6.431,0.053,0.185,0.0,0.301,0.166,143.887,228053,0
0.545,0.923,-1.793,0.0444,0.000296,0.000116,0.0965,0.685,102.005,160924,1
0.57,0.186,-10.603,0.0318,0.93,0.0,0.115,0.319,76.45,197458,2
0.401,0.328,-9.947,0.0288,0.974,0.00594,0.138,0.315,137.721,271126,2
0.17,0.0268,-29.433,0.0431,0.862,0.698,0.111,0.0572,74.062,212958,4
0.712,0.13,-20.723,0.884,0.731,0.0,0.177,0.573,105.859,101760,3
0.546,0.777,-4.556,0.0288,0.0149,0.000105,0.104,0.307,94.09,158350,0
0.641,0.571,-7.772,0.768,0.133,0.0,0.516,0.426,142.064,124835,3
0.384,0.733,-6.522,0.0318,0.0249,2.61e-05,0.114,0.314,137.834,246267,0
0.655,0.782,-4.789,0.185,0.375,0.0,0.317,0.832,79.427,184227,1
0.551,0.604,-7.448,0.0434,0.0327,0.0,0.0836,0.18,76.514,222173,0
0.658,0.826,-7.804,0.144,0.577,0.87,0.0949,0.463,119.877,256000,1
0.388,0.842,-3.651,0.0278,0.000864,0.00295,0.322,0.475,88.335,233686,0
0.599,0.816,-5.002,0.0514,0.00702,2.8e-06,0.508,0.595,126.02,270840,0
0.771,0.61,-7.306,0.443,0.106,0.0,0.185,0.603,124.351,150837,1
0.774,0.75,-3.322,0.0307,0.0279,0.0,0.271,0.634,140.011,190856,1
0.619,0.637,-7.369,0.0286,0.015,0.0,0.374,0.936,105.205,246307,1
0.251,0.123,-21.134,0.0447,0.991,0.617,0.133,0.0885,84.121,187093,4
0.79,0.61,-6.958,0.102,0.0613,0.0,0.243,0.62,145.88,200135,1
0.463,0.795,-5.21,0.195,0.0259,2.24e-05,0.0838,0.638,170.145,178920,0
0.497,0.697,-5.418,0.0359,0.0474,0.624,0.338,0.104,149.992,232400,0
