danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,k_cluster
0.392,0.103,-24.156,0.0601,0.992,0.937,0.111,0.218,114.461,142500,4
0.501,0.918,-5.039,0.0608,4.53e-05,9.59e-05,0.0686,0.441,145.021,185593,0
0.423,0.158,-15.59,0.0346,0.717,0.0075,0.0975,0.185,106.974,335333,2
0.59,0.282,-15.159,0.941,0.00734,1.05e-06,0.286,0.143,172.756,321040,3
0.822,0.305,-18.237,0.0975,0.489,0.874,0.104,0.908,80.003,144000,1
0.62,0.524,-8.282,0.0297,0.485,2.34e-05,0.106,0.244,120.027,263053,2
0.382,0.69,-5.591,0.0424,0.0161,0.000526,0.104,0.369,175.938,236332,0
0.645,0.679,-9.869,0.0436,0.0445,0.343,0.119,0.199,139.93,110952,0
0.818,0.705,-6.679,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,1
0.56,0.68,-7.648,0.321,0.555,0.0,0.116,0.319,89.391,173800,2
0.686,0.524,-7.251,0.0343,0.649,0.0569,0.14,0.0951,124.938,201627,2
0.633,0.884,-5.667,0.0392,0.00036,1.64e-06,0.189,0.296,110.081,215539,0
0.384,0.885,-7.436,0.501,0.00465,0.0,0.498,0.294,155.151,204269,0
0.437,0.0375,-28.282,0.0403,0.797,0.692,0.114,0.126,117.153,302240,4
0.411,0.285,-10.97,0.0306,0.872,0.000354,0.0993,0.213,72.139,216707,2
0.0912,0.0132,-31.912,0.0372,0.994,0.941,0.101,0.0721,71.397,220000,4
0.519,0.386,-8.065,0.0431,0.786,0.00176,0.0757,0.292,155.328,297453,2
0.34,0.812,-5.851,0.0422,0.00128,0.0982,0.336,0.354,171.025,198135,0
0.0706,0.048,-28.359,0.0402,0.974,0.961,0.0541,0.0359,73.303,251429,4
0.527,0.434,-10.44,0.115,0.287,2.76e-05,0.102,0.0893,89.556,235840,2
0.592,0.879,-4.365,0.0481,0.000911,0.00288,0.902,0.671,94.958,192067,0
0.352,0.904,-3.956,0.0547,8.6e-05,0.00862,0.079,0.409,144.972,230840,0
0.347,0.441,-5.495,0.0308,0.793,0.0,0.414,0.18,132.584,232333,2
0.496,0.835,-4.551,0.0536,0.00129,0.108,0.153,0.166,132.932,215323,0
0.405,0.152,-13.901,0.0395,0.979,9.07e-05,0.104,0.383,61.34,245040,2
0.806,0.433,-7.932,0.112,0.749,0.0,0.104,0.207,100.038,187200,2
0.464,0.839,-3.558,0.0388,0.117,8.63e-05,0.085,0.221,168.135,205045,0
0.674,0.265,-17.424,0.318,0.17,2.91e-06,0.255,0.621,82.466,128653,1
0.617,0.778,-8.871,0.027,0.459,0.925,0.128,0.152,100.363,127920,0
0.312,0.101,-22.782,0.082,0.893,0.934,0.254,0.0387,63.897,185046,4
0.665,0.673,-7.95,0.0493,0.259,7.62e-06,0.497,0.779,132.642,322549,1
0.719,0.0334,-27.298,0.471,0.868,0.0,0.143,0.474,56.991,66053,3
0.471,0.352,-9.699,0.0391,0.633,2.75e-05,0.115,0.102,118.333,282329,2
0.36,0.298,-12.117,0.0335,0.419,0.871,0.327,0.0923,104.737,229147,4
0.753,0.789,-8.908,0.0432,0.218,0.569,0.367,0.868,109.972,186653,1
0.756,0.915,-6.094,0.0371,0.00405,0.000171,0.0371,0.741,124.97,233293,1
0.492,0.972,-4.279,0.058,3.03e-05,0.663,0.0665,0.326,88.477,203529,0
0.604,0.546,-5.691,0.151,0.0889,0.0,0.0734,0.402,179.847,197853,0
0.247,0.986,-7.656,0.116,0.0605,0.464,0.0365,0.0827,107.952,342800,0
0.407,0.832,-11.947,0.0451,0.173,0.00146,0.0862,0.361,110.046,289973,0
0.447,0.9,-6.741,0.0578,0.00114,0.00596,0.47,0.39,135.861,199733,0
0.7,0.0366,-28.372,0.043,0.991,0.87,0.0987,0.0399,127.972,170156,4
0.575,0.684,-6.007,0.325,0.299,0.0,0.614,0.926,172.155,204040,1
0.291,0.0544,-16.008,0.0397,0.657,0.000116,0.124,0.131,65.964,336333,2
0.216,0.798,-6.54,0.0496,0.00184,0.178,0.0781,0.302,182.06,260106,0
0.507,0.03,-28.177,0.063,0.994,0.955,0.11,0.174,66.46,244375,4
0.325,0.138,-20.724,0.0315,0.961,0.963,0.0932,0.185,103.93,198400,4
0.795,0.661,-5.933,0.0398,0.0239,0.0289,0.287,0.46,119.992,129030,1
0.859,0.559,-16.169,0.0487,0.084,0.00081,0.0547,0.946,102.081,254533,1
0.507,0.0694,-16.812,0.0335,0.94,0.00112,0.111,0.089,105.426,283510,2
0.379,0.85,-4.114,0.0542,0.00179,0.0287,0.333,0.203,140.035,295074,0
0.511,0.796,-3.224,0.0642,0.406,3.34e-06,0.178,0.685,152.96,192819,1
0.543,0.766,-6.854,0.273,0.133,0.0,0.167,0.676,142.313,188000,1
0.611,0.937,-2.939,0.0694,0.000196,1.28e-05,0.168,0.597,122.008,171396,1
0.813,0.858,-8.661,0.0464,0.00227,0.852,0.096,0.673,124.005,207097,1
0.305,0.0194,-25.343,0.0433,0.984,0.0378,0.0871,0.265,143.154,174173,4
0.347,0.971,-4.325,0.0868,8.75e-06,0.383,0.356,0.0582,152.055,366000,0
0.49,0.296,-9.589,0.0485,0.819,0.000979,0.691,0.498,160.824,225034,2
0.716,0.24,-13.782,0.0575,0.00802,0.85,0.128,0.432,80.07,145210,1
0.51,0.331,-6.658,0.0462,0.895,0.0,0.12,0.305,93.222,209840,2
0.626,0.8,-3.988,0.035,0.0267,0.000138,0.0623,0.258,127.966,160184,0
0.764,0.59,-7.417,0.0898,0.354,0.0,0.217,0.962,113.739,166360,1
0.376,0.0647,-20.86,0.0524,0.977,0.921,0.102,0.0391,133.55,200000,4
0.648,0.0749,-16.142,0.0424,0.954,0.869,0.108,0.163,76.046,188324,4
0.748,0.492,-8.584,0.0498,0.151,0.0,0.146,0.483,145.097,144000,1
0.611,0.697,-8.618,0.133,0.0193,0.0,0.332,0.476,122.752,320357,0
0.468,0.0282,-28.772,0.0415,0.994,0.922,0.141,0.329,95.767,129250,4
0.502,0.87,-7.705,0.0324,0.000522,0.00299,0.39,0.877,130.405,177215,1
0.463,0.508,-9.014,0.0266,0.258,0.0,0.33,0.767,81.737,286760,1
0.236,0.22,-13.377,0.0293,0.436,0.785,0.0998,0.0734,142.299,222069,4
0.17,0.0362,-32.487,0.0339,0.859,0.607,0.114,0.264,66.264,177500,4
0.369,0.504,-14.705,0.0473,0.0191,0.709,0.688,0.444,126.426,1358553,0
0.489,0.186,-16.237,0.029,0.863,0.000152,0.2,0.349,102.245,109387,2
0.0,0.112,-19.203,0.0,0.0104,0.0,0.0,0.0,0.0,6067,4
0.41,0.37,-15.757,0.0766,0.697,0.000144,0.211,0.33,76.926,318846,2
0.181,0.00235,-39.142,0.042,0.995,0.772,0.111,0.102,69.995,258500,4
0.729,0.663,-10.817,0.0497,0.75,0.625,0.109,0.318,120.028,208887,2
0.497,0.985,-4.89,0.0731,3.23e-06,0.469,0.0835,0.441,104.974,279440,0
0.666,0.187,-15.599,0.896,0.177,0.0,0.111,0.179,137.884,310347,3
0.741,0.715,-5.497,0.0293,0.0141,0.0,0.0576,0.847,120.032,189973,1
0.566,0.597,-9.254,0.0246,0.00139,0.0711,0.141,0.398,100.983,169792,1
0.797,0.44,-6.587,0.0594,0.471,1.57e-06,0.0849,0.436,111.014,168811,1
0.719,0.163,-16.238,0.799,0.741,0.0,0.34,0.446,113.545,282250,3
0.401,0.0419,-29.581,0.0364,0.989,0.839,0.11,0.372,120.66,152812,4
0.7,0.713,-6.161,0.104,0.267,0.0,0.106,0.381,169.95,217412,1
0.457,0.333,-9.76,0.131,0.729,0.0,0.166,0.251,166.463,179320,2
0.642,0.145,-20.438,0.869,0.881,0.0,0.146,0.346,79.903,188693,3
0.581,0.196,-11.96,0.885,0.135,0.000123,0.0902,0.0796,209.055,248556,3
0.725,0.225,-14.809,0.892,0.686,0.0,0.459,0.543,113.215,72715,3
0.596,0.398,-10.256,0.024,0.277,0.0061,0.0958,0.0663,98.41,197865,2
0.623,0.656,-5.608,0.0416,0.0561,0.0,0.0855,0.366,95.878,220291,1
0.536,0.136,-17.292,0.0673,0.957,0.915,0.104,0.551,69.388,182169,4
0.377,0.575,-5.642,0.101,0.127,0.0,0.15,0.108,66.096,239917,0
0.0,0.265,-20.477,0.0,0.152,0.0,0.0,0.0,0.0,7240,4
0.736,0.714,-6.718,0.409,0.0965,0.0,0.108,0.771,152.276,171803,1
0.492,0.944,-4.836,0.0504,0.000379,0.000896,0.0781,0.751,143.184,163627,1
0.684,0.711,-6.476,0.0263,0.0131,0.238,0.0619,0.477,144.016,453750,1
0.398,0.952,-6.042,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680,0
0.812,0.482,-7.682,0.358,0.0621,2.38e-05,0.106,0.556,125.962,185134,1
0.0,0.254,-18.852,0.0,0.0,0.0,0.0,0.0,0.0,4000,4
0.603,0.575,-10.325,0.0285,0.811,0.00183,0.12,0.673,95.116,196173,2
0.303,0.104,-24.515,0.0436,0.984,0.956,0.109,0.284,102.781,124375,4
0.561,0.861,-10.298,0.943,0.66,0.0,0.812,0.142,99.674,265853,3
0.364,0.982,-7.034,0.195,6.65e-05,0.0124,0.163,0.127,113.772,392800,0
0.444,0.702,-5.714,0.464,0.176,0.0,0.521,0.846,219.034,168024,0
0.68,0.467,-11.908,0.0406,0.16,3.43e-06,0.111,0.312,143.114,285223,1
0.658,0.863,-3.575,0.0352,0.287,1.53e-05,0.16,0.967,96.499,268440,1
0.725,0.767,-7.472,0.0501,0.114,5.29e-06,0.0954,0.447,124.103,147097,1
0.595,0.465,-8.412,0.026,0.102,0.0,0.0641,0.492,124.991,210525,1
0.798,0.465,-9.544,0.0511,0.369,5.01e-06,0.0952,0.914,104.5,206800,1
0.697,0.883,-7.677,0.0655,0.000857,0.844,0.163,0.294,129.998,329938,0
0.0,0.271,-17.867,0.0,0.465,0.000132,0.0,0.0,0.0,6920,4
0.404,0.389,-12.753,0.0551,0.817,0.0,0.123,0.505,88.178,264920,2
0.347,0.963,-4.235,0.133,0.00101,0.0279,0.102,0.0775,123.987,232747,0
0.555,0.638,-12.969,0.349,0.451,0.0,0.1,0.195,88.77,292336,2
0.511,0.622,-5.727,0.0242,0.0108,4.51e-06,0.127,0.425,99.934,196027,1
0.588,0.269,-9.341,0.048,0.952,0.0419,0.0934,0.512,122.15,131440,2
0.796,0.708,-9.07,0.0405,0.353,5.82e-06,0.338,0.753,125.927,226107,1
0.659,0.855,-10.436,0.03,0.0162,0.134,0.236,0.925,127.613,423653,1
0.0,0.0298,-23.035,0.0,0.156,0.000577,0.181,0.0,0.0,53592,4
0.54,0.482,-19.436,0.931,0.468,0.0,0.158,0.31,79.063,539907,3
0.783,0.265,-9.978,0.0316,0.0609,0.0246,0.255,0.662,105.009,160000,1
0.687,0.05,-28.81,0.872,0.063,0.0,0.143,0.185,79.335,89907,3
0.32,0.244,-10.511,0.0274,0.831,0.000311,0.0991,0.181,141.765,240234,2
0.378,0.959,-4.615,0.062,3.56e-05,0.000138,0.102,0.338,174.932,234093,0
0.609,0.385,-17.743,0.912,0.53,0.0,0.274,0.698,85.663,101747,3
0.375,0.848,-4.039,0.0637,0.000814,0.000113,0.106,0.398,175.094,211200,0
0.286,0.173,-21.752,0.295,0.953,2.77e-06,0.13,0.132,173.496,676347,2
0.635,0.3,-13.957,0.0285,0.707,0.829,0.574,0.772,91.452,218307,2
0.701,0.0987,-26.913,0.787,0.842,0.0,0.179,0.282,131.844,122000,3
0.617,0.593,-7.896,0.0281,0.237,0.0,0.154,0.81,121.263,214933,1
0.448,0.988,-4.632,0.0887,0.000125,2.3e-05,0.15,0.254,96.496,285147,0
0.589,0.813,-5.617,0.0493,0.0126,0.317,0.23,0.18,129.968,150707,0
0.699,0.88,-3.148,0.0446,0.165,0.0,0.292,0.88,112.013,195670,1
0.0619,0.083,-25.543,0.0452,0.935,0.651,0.086,0.0261,61.525,774707,4
0.653,0.527,-11.209,0.0281,0.121,0.0643,0.115,0.243,118.019,232382,0
0.622,0.00634,-18.878,0.462,0.782,0.0165,0.106,0.2,95.055,702543,3
0.675,0.195,-13.465,0.0346,0.868,2.03e-06,0.126,0.275,91.935,207880,2
0.716,0.797,-8.509,0.0317,0.0414,0.152,0.0772,0.961,114.21,582800,1
0.66,0.831,-8.195,0.0557,0.204,0.0,0.736,0.43,105.32,249200,0
0.71,0.616,-16.306,0.116,0.0344,0.225,0.0936,0.398,120.385,417707,1
0.296,0.342,-11.879,0.0471,0.882,0.000967,0.0748,0.0794,52.001,187267,2
0.72,0.668,-4.463,0.183,0.525,1.57e-06,0.213,0.646,98.002,227926,1
0.58,0.353,-9.295,0.0265,0.0616,4.3e-05,0.128,0.242,141.987,292373,0
0.656,0.701,-11.083,0.0395,0.415,0.131,0.167,0.0758,116.024,384555,2
0.43,0.7,-4.639,0.0319,0.000777,0.000158,0.0917,0.299,149.964,223373,0
0.827,0.178,-13.347,0.162,0.777,1.2e-06,0.11,0.966,164.141,106893,1
0.396,0.428,-7.902,0.0393,0.257,2.33e-06,0.109,0.202,145.824,204713,0
0.859,0.56,-8.449,0.136,0.414,0.788,0.166,0.659,128.049,275780,1
0.547,0.3,-13.973,0.107,0.777,0.0,0.0653,0.811,97.793,187200,2
0.301,0.57,-8.52,0.0316,0.0244,0.0543,0.0868,0.0796,171.845,253373,0
0.574,0.113,-29.614,0.863,0.995,0.00874,0.111,0.621,176.207,88627,3
0.37,0.0147,-28.244,0.0405,0.99,0.962,0.0936,0.0696,80.179,179562,4
0.401,0.494,-9.187,0.032,0.683,0.00595,0.123,0.0372,114.724,175627,2
0.623,0.613,-9.241,0.0309,0.638,0.572,0.143,0.745,147.168,188413,1
0.233,0.0252,-24.824,0.0346,0.975,0.604,0.143,0.0936,94.736,707173,4
0.28,0.0722,-20.398,0.0618,0.989,0.937,0.101,0.0376,67.708,170463,4
0.572,0.187,-23.795,0.874,0.989,0.00133,0.213,0.323,71.796,3362508,3
0.367,0.267,-14.181,0.0303,0.783,0.00127,0.0949,0.522,138.374,227080,2
0.673,0.356,-18.87,0.885,0.986,0.000219,0.107,0.516,97.607,250893,3
0.601,0.496,-14.811,0.956,0.949,0.0,0.147,0.523,72.437,1759688,3
0.559,0.884,-2.864,0.421,0.0203,0.00677,0.378,0.607,175.203,274286,0
0.576,0.371,-12.511,0.888,0.865,1.75e-06,0.203,0.316,162.561,340000,3
0.24,0.00452,-38.772,0.0408,0.987,0.978,0.076,0.0383,74.552,127200,4
0.582,0.65,-7.138,0.0331,0.199,0.000442,0.197,0.963,120.177,142573,1
0.454,0.839,-5.368,0.0441,0.0746,0.0,0.279,0.529,166.166,242200,0
0.668,0.0441,-34.124,0.718,0.768,0.0,0.182,0.13,100.926,129227,3
0.636,0.416,-16.955,0.951,0.727,0.0,0.0974,0.414,84.547,128453,3
0.211,0.899,-3.381,0.0475,3.41e-05,0.028,0.12,0.91,185.864,128428,0
0.836,0.949,-4.127,0.0786,0.00295,0.247,0.0542,0.506,126.007,251429,1
0.144,0.0446,-31.839,0.0376,0.947,0.723,0.123,0.0315,139.469,152237,4
0.394,0.0184,-23.59,0.0441,0.995,0.919,0.114,0.17,131.271,132933,4
0.712,0.819,-6.826,0.094,0.0893,2.97e-06,0.11,0.739,143.563,147080,1
0.159,0.0732,-23.812,0.0397,0.89,0.917,0.109,0.0364,133.718,196200,4
0.212,0.00775,-27.589,0.0476,0.994,0.864,0.0782,0.167,66.688,258000,4
0.832,0.493,-6.04,0.044,0.00361,0.834,0.102,0.301,110.056,213818,1
0.624,0.393,-8.916,0.0333,0.407,0.0,0.118,0.728,177.963,213800,1
0.741,0.537,-6.797,0.143,0.0358,0.0,0.146,0.233,80.454,198307,1
0.761,0.539,-10.041,0.0762,0.706,0.872,0.127,0.22,108.028,177857,2
0.359,0.359,-9.193,0.218,0.702,0.594,0.106,0.235,176.016,133531,2
0.399,0.0653,-28.599,0.0688,0.996,0.955,0.105,0.33,67.465,143000,4
0.66,0.514,-8.132,0.0339,0.755,0.00679,0.259,0.171,91.999,215040,2
0.673,0.494,-13.93,0.882,0.547,0.000154,0.17,0.101,133.226,122107,3
0.68,0.834,-8.73,0.0404,0.0763,0.833,0.206,0.0533,121.987,295082,0
0.306,0.236,-18.189,0.0378,0.822,0.676,0.0997,0.039,182.745,336703,4
0.651,0.278,-14.151,0.914,0.855,0.0,0.629,0.332,92.914,467620,3
0.398,0.153,-15.476,0.0427,0.945,0.0,0.0835,0.506,146.976,140000,2
0.681,0.283,-15.704,0.916,0.492,0.0,0.626,0.221,110.484,1589160,3
0.637,0.283,-14.094,0.0413,0.946,0.157,0.0947,0.433,104.946,202587,2
0.644,0.727,-5.878,0.0445,0.00965,0.0,0.159,0.0964,85.033,204713,0
0.518,0.838,-5.4,0.0999,0.0247,0.0,0.349,0.688,160.017,179690,0
0.65,0.0223,-20.305,0.596,0.0174,7.93e-05,0.234,0.385,81.437,67872,3
0.753,0.564,-5.714,0.153,0.0565,0.000168,0.154,0.412,96.995,181434,1
0.782,0.669,-6.133,0.17,0.00184,0.273,0.0461,0.606,125.131,310581,1
0.439,0.975,-3.798,0.131,0.000105,8.59e-05,0.228,0.636,172.019,246827,0
0.486,0.839,-4.537,0.0967,0.0128,3e-06,0.197,0.47,159.928,218533,0
0.866,0.534,-9.201,0.229,0.184,0.266,0.0929,0.841,98.243,226133,1
0.575,0.373,-11.642,0.0279,0.197,0.898,0.0753,0.123,74.975,166927,4
0.446,0.533,-5.955,0.046,0.427,3.26e-06,0.332,0.58,183.81,222813,0
0.456,0.978,-4.869,0.112,0.0301,0.499,0.313,0.327,123.411,271867,0
0.663,0.167,-15.273,0.671,0.0869,0.0,0.357,0.1,149.18,103933,3
0.244,0.948,-5.469,0.0759,1.9e-05,0.937,0.0713,0.111,143.609,200507,0
0.723,0.658,-4.94,0.12,0.209,0.0,0.262,0.599,86.985,198966,1
0.501,0.666,-4.118,0.233,0.0887,0.0,0.233,0.599,83.449,195328,1
0.83,0.467,-7.204,0.0872,0.0512,0.0,0.0648,0.529,104.017,194453,1
0.351,0.928,-3.71,0.0759,0.00113,0.0,0.0988,0.239,148.03,222076,0
0.655,0.74,-4.081,0.274,0.14,0.0,0.106,0.543,182.105,202221,1
0.112,0.142,-24.055,0.0388,0.622,0.688,0.117,0.0356,77.745,212850,4
0.8,0.133,-16.597,0.0463,0.699,0.864,0.115,0.16,112.02,248863,2
0.742,0.455,-13.778,0.0524,0.1,0.0,0.213,0.401,120.037,110293,1
0.459,0.886,-4.068,0.0334,0.0155,0.0,0.355,0.533,155.063,148645,0
0.537,0.589,-6.174,0.0281,0.0177,1.42e-05,0.361,0.339,131.272,281960,0
0.465,0.727,-5.181,0.0353,0.0112,0.802,0.0964,0.465,118.149,232867,0
0.859,0.562,-6.136,0.195,0.00824,0.0,0.118,0.266,130.022,237397,1
0.406,0.242,-12.448,0.0485,0.891,0.0,0.0981,0.264,79.532,213281,2
0.142,0.013,-33.299,0.0428,0.984,0.909,0.0994,0.0708,72.917,175132,4
0.529,0.62,-5.693,0.26,0.123,0.0,0.0616,0.856,79.253,185656,1
0.544,0.5,-8.253,0.026,0.0325,3.78e-06,0.109,0.177,93.621,238493,0
0.573,0.622,-7.948,0.033,0.0543,1.77e-06,0.295,0.825,81.667,297147,1
0.613,0.188,-21.238,0.953,0.736,2.8e-06,0.113,0.332,66.79,755200,3
0.151,0.0451,-26.128,0.0452,0.971,0.931,0.0796,0.068,83.874,166667,4
0.618,0.538,-5.828,0.0319,0.0249,1.37e-05,0.352,0.308,79.925,221840,0
0.661,0.384,-15.409,0.927,0.967,1.75e-06,0.144,0.66,94.313,242107,3
0.572,0.775,-4.828,0.0587,0.00259,1.01e-05,0.139,0.501,133.914,211653,1
0.53,0.807,-5.768,0.0854,0.0066,1.24e-05,0.0981,0.81,153.357,220347,1
0.372,0.133,-21.636,0.047,0.995,0.937,0.105,0.503,72.147,107500,4
0.524,0.982,-2.865,0.126,0.0092,0.126,0.328,0.662,122.916,191240,0
0.45,0.658,-7.064,0.0472,0.648,3.14e-06,0.264,0.781,106.799,287307,1
0.269,0.314,-16.178,0.0388,0.918,0.0247,0.101,0.098,77.271,442507,2
0.335,0.99,-5.254,0.0795,4.74e-05,0.00794,0.331,0.146,149.953,493440,0
0.622,0.928,-2.939,0.034,0.00795,0.000252,0.106,0.701,127.992,254120,1
0.621,0.902,-6.656,0.0359,0.00149,0.876,0.133,0.105,124.014,284516,0
0.649,0.0839,-21.014,0.58,0.556,0.0,0.157,0.404,88.248,130533,3
0.634,0.77,-8.499,0.0352,0.039,0.28,0.113,0.295,114.98,227587,0
0.329,0.932,-4.919,0.0531,0.0712,0.699,0.293,0.394,144.057,338869,0
0.624,0.337,-9.688,0.0413,0.475,0.969,0.112,0.201,120.597,109632,2
0.743,0.42,-11.583,0.158,0.533,0.00148,0.141,0.29,127.931,243901,2
0.554,0.375,-16.443,0.553,0.981,0.0,0.636,0.605,113.638,191307,3
0.481,0.451,-6.095,0.0347,0.336,0.0,0.0872,0.289,157.966,295493,0
0.613,0.419,-14.493,0.946,0.948,0.0,0.286,0.606,72.464,406720,3
0.298,0.987,-4.07,0.169,3.82e-05,0.13,0.252,0.16,142.012,193946,0
0.786,0.803,-5.21,0.164,0.128,0.0167,0.266,0.598,123.002,190277,1
0.642,0.211,-22.843,0.927,0.615,0.0,0.212,0.3,103.43,2720603,3
0.714,0.658,-5.497,0.0315,0.267,0.0,0.176,0.766,81.553,202280,1
0.324,0.212,-7.479,0.0279,0.926,0.0,0.0949,0.457,86.781,154800,2
0.168,0.98,-3.504,0.162,1.85e-05,0.346,0.199,0.171,179.978,305760,0
0.833,0.177,-19.641,0.0965,0.397,0.942,0.0823,0.12,139.979,99429,2
0.661,0.366,-8.274,0.351,0.768,0.0,0.166,0.683,73.76,37146,2
0.832,0.762,-2.86,0.085,0.00202,0.39,0.0213,0.838,120.023,402000,1
0.249,0.128,-19.254,0.0408,0.978,0.922,0.109,0.388,170.246,140586,4
0.384,0.222,-13.005,0.0345,0.912,0.288,0.128,0.354,168.15,147802,2
0.397,0.89,-3.87,0.0647,0.000166,0.000174,0.488,0.356,180.287,252762,0
0.639,0.705,-5.039,0.049,0.045,0.0,0.425,0.595,124.957,182161,1
0.559,0.422,-11.89,0.195,0.701,1.99e-06,0.0853,0.191,74.002,286928,2
0.514,0.573,-6.096,0.0663,0.283,0.0307,0.116,0.273,79.766,136506,2
0.405,0.978,-4.2,0.109,0.00136,0.215,0.309,0.0645,104.982,256575,0
0.212,0.622,-5.912,0.0694,0.0646,0.516,0.363,0.0614,83.939,237250,0
0.678,0.528,-7.024,0.0374,0.296,0.000118,0.0502,0.896,75.028,129078,1
0.773,0.747,-4.061,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,246240,1
0.492,0.7,-7.001,0.0437,0.413,0.00013,0.0996,0.605,110.741,253165,1
0.48,0.733,-6.581,0.0466,0.00403,0.000177,0.0936,0.164,127.941,239653,0
0.701,0.693,-6.095,0.0249,0.00263,1.56e-05,0.185,0.478,108.026,209880,1
0.787,0.543,-6.7,0.037,0.0233,0.0,0.0861,0.332,99.026,210641,1
0.536,0.63,-6.532,0.0253,0.064,0.00138,0.0957,0.315,99.032,240920,0
0.159,0.079,-22.843,0.0391,0.954,0.783,0.11,0.0461,65.535,198688,4
0.741,0.754,-6.236,0.0976,0.535,0.154,0.0711,0.965,157.187,168200,1
0.333,0.988,-4.417,0.324,0.000288,0.227,0.175,0.191,163.367,193000,0
0.431,0.931,-4.644,0.117,0.00215,0.278,0.102,0.0379,142.927,228554,0
0.881,0.951,-5.669,0.18,0.172,0.00885,0.093,0.732,126.954,218631,1
0.507,0.849,-2.9,0.254,0.0321,0.0,0.707,0.663,165.025,116364,0
0.566,0.669,-10.081,0.0694,0.7,0.0654,0.588,0.92,149.702,239107,1
0.66,0.182,-14.514,0.925,0.569,0.0,0.81,0.25,137.939,834326,3
0.487,0.296,-5.234,0.0253,0.768,0.0,0.219,0.25,100.775,197323,2
0.325,0.967,-4.346,0.16,0.00179,0.0012,0.14,0.34,182.06,206160,0
0.614,0.335,-17.069,0.906,0.93,0.0,0.222,0.356,137.059,360829,3
0.368,0.44,-11.486,0.0294,0.713,8.83e-05,0.966,0.285,91.799,345627,2
0.438,0.47,-10.94,0.0243,0.357,0.821,0.113,0.282,92.653,264453,2
0.445,0.98,-4.369,0.0731,2.45e-05,0.163,0.129,0.285,155.045,256053,0
0.625,0.707,-4.761,0.0337,0.22,0.0,0.213,0.479,138.064,248156,1
0.131,0.163,-22.965,0.0406,0.921,0.879,0.0716,0.0373,88.686,238008,4
0.629,0.793,-5.37,0.0364,0.0747,0.00885,0.0714,0.381,120.039,202000,1
0.615,0.0284,-22.661,0.87,0.383,0.00209,0.0799,0.0442,168.307,346280,3
0.273,0.184,-13.988,0.0382,0.948,0.788,0.13,0.164,147.986,208101,4
0.701,0.821,-4.496,0.0335,0.0276,0.00269,0.0875,0.651,107.99,203333,1
0.427,0.0614,-24.906,0.0528,0.996,0.968,0.113,0.253,79.013,152125,4
0.516,0.15,-19.033,0.0405,0.987,0.0843,0.113,0.473,158.964,281865,2
0.739,0.917,-4.459,0.0504,0.177,0.119,0.0834,0.749,110.163,325267,1
0.576,0.609,-5.921,0.107,0.303,0.0,0.164,0.737,86.703,212800,1
0.423,0.0657,-14.421,0.0386,0.928,1.4e-06,0.0922,0.105,98.489,305347,2
0.203,0.554,-6.56,0.0351,6.83e-05,0.697,0.0611,0.16,95.006,492494,0
0.7,0.447,-11.083,0.0354,0.532,0.000192,0.0878,0.829,144.726,256893,1
0.889,0.43,-8.213,0.189,0.457,0.0,0.147,0.85,151.899,197720,1
0.628,0.663,-7.145,0.0624,0.807,0.000286,0.105,0.669,87.942,194615,1
0.865,0.56,-7.739,0.0748,0.107,0.0,0.102,0.726,138.056,194961,1
0.579,0.144,-14.071,0.934,0.133,0.0,0.0999,0.164,187.176,637911,3
0.0,0.0558,-22.69,0.0,0.798,0.0,0.0,0.0,0.0,4000,4
0.382,0.276,-15.46,0.0404,0.887,0.692,0.114,0.114,79.846,299533,4
0.663,0.00652,-23.159,0.137,0.996,0.972,0.105,0.708,132.082,130268,4
0.556,0.981,-2.688,0.128,0.00662,0.0,0.218,0.716,101.423,255467,1
0.54,0.159,-12.881,0.0475,0.945,5.15e-06,0.115,0.526,138.715,137840,2
0.492,0.924,-4.255,0.0494,0.000971,0.767,0.0342,0.519,173.943,254364,0
0.513,0.742,-4.879,0.0424,0.000821,1.17e-06,0.153,0.537,108.972,161600,1
0.621,0.162,-19.634,0.958,0.789,0.0,0.275,0.369,76.126,274747,3
0.673,0.423,-9.313,0.0301,0.63,0.0,0.0919,0.232,115.984,170307,2
0.519,0.912,-5.78,0.08,0.000266,0.000925,0.164,0.353,132.021,264107,0
0.593,0.828,-4.524,0.292,0.0429,0.0,0.366,0.704,149.219,220802,1
0.619,0.703,-9.414,0.0525,0.00388,0.205,0.163,0.709,115.043,457133,1
0.423,0.529,-6.37,0.034,0.621,0.0,0.0951,0.222,138.077,257107,2
0.564,0.283,-10.896,0.0331,0.864,0.0,0.0831,0.0822,135.947,244529,2
0.624,0.115,-24.565,0.503,0.944,5.13e-06,0.206,0.24,134.434,708267,3
0.604,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.835,125.99,157432,1
0.44,0.0066,-30.68,0.0405,0.994,0.923,0.108,0.219,76.218,119510,4
0.698,0.0316,-24.63,0.642,0.979,0.0,0.528,0.126,133.209,56320,3
0.6,0.125,-13.891,0.321,0.0204,2.83e-05,0.364,0.159,211.444,96667,0
0.684,0.764,-5.342,0.0254,0.0129,0.000171,0.141,0.944,107.806,233413,1
